hour,day,reserve_up_MW,reserve_down_MW
1,1,157.08533777499994,186.06493737500006
2,1,136.15329759999997,182.65999322500005
3,1,149.62540364999995,199.13720222499987
4,1,156.42767729999997,177.68196377499993
5,1,162.16020245,202.2316047499999
6,1,174.90656109999998,196.38166204999982
7,1,177.50473885000008,194.63948734999997
8,1,227.9268500750002,162.4895267
9,1,228.71486630000015,199.89514950000006
10,1,236.20111190000034,202.05497277500004
11,1,249.6555796500005,170.2839470749999
12,1,212.0476885249999,195.53800660000005
13,1,193.02585292499992,174.15018917499975
14,1,208.1772098250001,176.85101032500006
15,1,230.88894830000004,227.07845759999998
16,1,240.0473933000001,210.44109437499998
17,1,246.3278903000002,253.14189212499997
18,1,201.65615627500006,244.01840019999986
19,1,200.740601425,227.34557634999987
20,1,198.56130455000005,223.67963437499986
21,1,201.425206975,218.9742949999999
22,1,202.7874908750001,211.46457589999991
23,1,187.39877755000003,209.49303884999998
24,1,163.94341000000003,198.6962721
25,2,165.20307657500007,161.12592417499997
26,2,136.96768827499997,159.961960325
27,2,149.92436565000008,173.80113497499994
28,2,165.03817460000016,148.778698375
29,2,128.04684505000014,126.526483375
30,2,134.84614622500007,173.58661819999995
31,2,142.1152838000001,165.8074933
32,2,154.0945270499999,187.57305062500006
33,2,177.25683787500014,192.44472365000001
34,2,219.95483882500017,210.95801427499987
35,2,208.3298056000002,207.50589139999994
36,2,191.36675842500023,192.6628182
37,2,208.53056085000026,189.68242259999994
38,2,256.858083375,194.24489960000008
39,2,240.78382557500015,220.95546560000014
40,2,213.99856787500002,188.54878480000008
41,2,254.8588163,171.56993389999982
42,2,248.80414550000012,194.91583242499985
43,2,283.46645352500025,182.71468632500012
44,2,285.76535622500006,194.66010080000015
45,2,284.79960285000004,261.6620888749999
46,2,284.4740377500002,249.980173125
47,2,270.96643437500023,260.36109827499985
48,2,272.54918112500013,259.98962492499993
49,3,151.26425595000012,132.57069015000002
50,3,130.574488325,111.39413865000003
51,3,140.738954575,130.53588972500006
