rho,mu,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168
0.0,θUP/RESUP,1.0,0.5382906876896051,0.0,0.0,0.5652044814765079,0.4197156492423872,0.0,0.21705248241334976,0.1806060719272001,0.7142293150284401,0.0,0.030845339122520035,0.17885663123270434,0.0,0.0,0.8536888368852965,0.0,0.0,0.0,0.9623597186713166,0.0,0.0,0.0,0.0
0.0,θDN/RESDN,1.0,1.0,1.0,1.0,0.9999999999999994,0.5387771586568687,0.0,0.0,0.0,0.0,0.0,0.0,0.282290512054878,0.20720308813124272,0.20654248212420628,0.8993518945754108,0.3787311974590794,0.0,0.0,0.0,0.7343578847206009,0.0,0.0,0.0
0.1,θUP/RESUP,1.0,0.6944925042973343,0.0,0.0,0.5819977806439532,0.39972602955968184,0.3181636368461708,0.08505230651978671,0.9692149472322885,0.0,0.0,0.9083534404203394,0.0,0.2642813366863955,0.0,0.0,0.0,0.5123189084785519,0.3708242770055296,0.0,0.0,0.0,0.0,0.0
0.1,θDN/RESDN,1.0,0.645580973010664,0.0,0.0,0.41050987007122164,0.7235261550883159,0.0,0.0,0.5423362728784642,0.0,0.47340080798055223,0.2720119350267447,0.4281826774771358,0.0,0.0,0.0015254338060416625,0.1435844659319077,0.5970548933828508,0.0,0.0,0.0,0.1338038501085587,0.39736590292869045,0.0
0.2,θUP/RESUP,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.37170736160823326,0.0,0.0,0.0,0.0,0.0,0.0,0.66252914348171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2,θDN/RESDN,1.0,0.6557680438390043,0.5209668803838134,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9326844701855636,0.0,0.0,0.3735775199812507,0.13286168076336444,0.5276266989279048,0.18384789703370022,0.0,0.0,0.0,0.0,0.0,0.0
0.3,θUP/RESUP,1.0,0.762921644211275,0.8058704528214007,0.9283906777133768,0.0,0.0,0.4748338677119921,0.37403021463499836,0.23241405420986672,0.20724804774496927,0.36223076472800914,0.19923292163872683,0.5998934465400106,0.3365030300841675,0.9743019818702585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3,θDN/RESDN,1.0,0.8009256384902772,1.0,0.0,0.0,0.0,1.0,0.6542427789076262,0.0,0.0,1.0,0.0,0.35908096770848247,0.0,0.0,0.0,0.0,0.0,0.43231939168715333,0.0,0.37098867983688666,0.0,0.0,0.0
0.4,θUP/RESUP,1.0,1.0000000000000004,1.0,1.0,1.0,1.0,0.5444162870531248,0.0,0.0,0.0,0.0,0.0,0.9412982840726378,0.0,0.0,0.39697374196917606,0.26939404967314573,0.0,0.8055674234260835,0.0,0.0,0.0,0.0,0.0
