hour,day,reserve_up_MW,reserve_down_MW
1,1,156.54492070000003,122.99117272499996
2,1,173.09259045000016,149.87055270000008
3,1,124.66646710000012,111.72548199999994
4,1,164.46624960000008,134.65532844999998
5,1,158.4582278500002,143.41502514999996
6,1,150.67857712500006,189.61888787499993
7,1,181.61212720000006,194.9575908999999
8,1,175.35965425000006,220.89846705000002
9,1,225.69664387500006,181.32403134999998
10,1,238.99706782500016,238.27936102499996
11,1,210.91144987500013,179.444793775
12,1,230.5574835000001,203.328598575
13,1,234.84593672500006,276.6822083499999
14,1,267.3360970750006,184.92443165000006
15,1,207.00353782500008,223.742432975
16,1,186.612670025,187.87950137499996
17,1,189.05327790000035,182.498772525
18,1,277.7407391000006,263.85487599999993
19,1,262.53426022500014,238.10933067499997
20,1,241.82445125000004,194.6209125750001
21,1,220.20259332500007,235.25620329999992
22,1,206.3503906750001,278.36892905
23,1,144.4335810999999,175.02799867500002
24,1,189.903998425,132.05060725000004
25,2,148.24917525,131.41042785000002
26,2,117.58995940000003,129.121436875
27,2,156.37175880000024,125.22162055000007
28,2,155.9211123,151.50475272500006
29,2,153.73613254999998,176.07361642499998
30,2,175.8516766249999,200.74589540000008
31,2,253.84334389999998,196.12751515
32,2,159.39348460000014,231.69069697500007
33,2,221.81418977500002,201.16413880000007
34,2,324.7574453500001,246.0837760749999
35,2,221.34228372500013,238.1806369
36,2,286.7659489249999,212.38042879999995
37,2,292.79439837500007,261.87223512499975
38,2,207.5767805250002,268.4318511749999
39,2,248.70929550000022,233.60347850000008
40,2,198.39911422499998,225.7406214749999
41,2,269.1503709500002,197.81142144999987
42,2,240.0036973000002,197.4836993749998
43,2,252.84526022500003,269.554154875
44,2,242.65965925000023,192.07665244999993
45,2,220.83546152500003,271.4164072499999
46,2,196.54520880000007,222.2108338
47,2,242.0402526250004,213.38140802500004
48,2,177.38940057500002,136.05250379999995
49,3,141.93059027500004,117.60285980000009
50,3,160.78847909999996,129.24137665000006
51,3,136.70708785000005,132.254291275
