day,hour,demand
78,1869,2555
78,1870,2274
78,1871,1948
78,1872,1679
79,1873,1507
79,1874,1445
79,1875,1463
79,1876,1538
79,1877,1722
79,1878,2047
79,1879,2471
79,1880,2753
79,1881,2840
79,1882,2869
79,1883,2836
79,1884,2901
79,1885,2875
79,1886,2794
79,1887,2688
79,1888,2577
79,1889,2452
79,1890,2325
79,1891,2341
79,1892,2528
79,1893,2534
79,1894,2351
79,1895,2057
79,1896,1777
80,1897,1648
80,1898,1549
80,1899,1584
80,1900,1625
80,1901,1771
80,1902,2018
80,1903,2366
80,1904,2657
80,1905,2819
80,1906,2957
80,1907,3036
80,1908,2895
80,1909,2705
80,1910,2646
80,1911,2591
80,1912,2520
80,1913,2448
80,1914,2385
80,1915,2393
80,1916,2542
80,1917,2532
80,1918,2264
80,1919,1982
80,1920,1779
81,1921,1605
81,1922,1464
81,1923,1390
81,1924,1440
81,1925,1595
81,1926,1854
81,1927,2240
81,1928,2563
81,1929,2753
81,1930,2904
81,1931,3013
81,1932,2875
81,1933,2675
81,1934,2632
81,1935,2568
81,1936,2491
81,1937,2436
81,1938,2374
81,1939,2380
81,1940,2528
81,1941,2506
81,1942,2225
81,1943,1890
81,1944,1636
82,1945,1534
82,1946,1448
82,1947,1414
82,1948,1460
82,1949,1613
82,1950,1888
82,1951,2274
82,1952,2594
82,1953,2797
82,1954,2962
82,1955,3052
82,1956,2883
82,1957,2651
82,1958,2576
82,1959,2520
82,1960,2438
82,1961,2373
82,1962,2320
82,1963,2315
82,1964,2470
82,1965,2430
82,1966,2174
82,1967,1893
82,1968,1666
83,1969,1542
83,1970,1444
83,1971,1401
83,1972,1453
83,1973,1589
83,1974,1793
83,1975,2013
83,1976,2251
83,1977,2515
83,1978,2746
83,1979,2852
83,1980,2685
83,1981,2457
83,1982,2381
83,1983,2310
83,1984,2241
83,1985,2207
83,1986,2189
83,1987,2213
83,1988,2363
83,1989,2325
83,1990,2088
83,1991,1833
83,1992,1643
84,1993,1540
84,1994,1417
84,1995,1386
84,1996,1432
84,1997,1548
84,1998,1711
84,1999,1911
84,2000,2133
84,2001,2365
84,2002,2554
84,2003,2666
84,2004,2527
84,2005,2356
84,2006,2303
84,2007,2231
84,2008,2180
84,2009,2179
84,2010,2220
84,2011,2227
84,2012,2388
84,2013,2362
84,2014,2099
84,2015,1795
84,2016,1555
85,2017,1404
85,2018,1337
85,2019,1368
85,2020,1462
85,2021,1658
85,2022,1958
85,2023,2357
85,2024,2654
85,2025,2763
85,2026,2823
85,2027,2812
85,2028,2885
85,2029,2863
85,2030,2778
85,2031,2674
85,2032,2572
85,2033,2467
85,2034,2385
85,2035,2367
85,2036,2554
85,2037,2517
85,2038,2223
85,2039,1885
85,2040,1609
86,2041,1467
86,2042,1396
86,2043,1422
86,2044,1506
86,2045,1691
86,2046,1980
86,2047,2365
86,2048,2651
86,2049,2762
86,2050,2829
86,2051,2833
86,2052,2907
86,2053,2915
86,2054,2858
86,2055,2765
86,2056,2664
86,2057,2553
86,2058,2433
86,2059,2442
86,2060,2596
86,2061,2542
86,2062,2270
86,2063,1942
86,2064,1689
87,2065,1613
87,2066,1529
87,2067,1491
87,2068,1539
87,2069,1703
87,2070,1971
87,2071,2331
87,2072,2641
87,2073,2828
87,2074,2982
87,2075,3075
87,2076,2909
87,2077,2694
87,2078,2635
87,2079,2571
87,2080,2501
87,2081,2441
87,2082,2409
87,2083,2410
87,2084,2538
87,2085,2518
87,2086,2266
87,2087,1961
87,2088,1753
88,2089,1633
88,2090,1551
88,2091,1504
88,2092,1553
88,2093,1712
88,2094,1987
88,2095,2327
88,2096,2627
88,2097,2825
88,2098,3011
88,2099,3118
88,2100,2948
88,2101,2757
88,2102,2715
88,2103,2651
88,2104,2560
88,2105,2508
88,2106,2439
88,2107,2433
88,2108,2574
88,2109,2535
88,2110,2275
88,2111,1953
88,2112,1695
89,2113,1613
89,2114,1538
89,2115,1496
89,2116,1549
89,2117,1704
89,2118,1927
89,2119,2237
89,2120,2564
89,2121,2801
89,2122,2988
89,2123,3102
89,2124,2920
89,2125,2712
89,2126,2671
89,2127,2604
89,2128,2525
89,2129,2469
89,2130,2402
89,2131,2384
89,2132,2489
89,2133,2476
89,2134,2232
89,2135,1966
89,2136,1751
90,2137,1629
90,2138,1516
90,2139,1460
90,2140,1492
90,2141,1615
90,2142,1798
90,2143,1996
90,2144,2238
90,2145,2492
90,2146,2732
90,2147,2858
90,2148,2701
90,2149,2511
90,2150,2453
90,2151,2378
90,2152,2283
90,2153,2251
90,2154,2208
90,2155,2225
90,2156,2359
90,2157,2339
90,2158,2107
90,2159,1860
90,2160,1697
91,2161,1597
91,2162,1516
91,2163,1465
91,2164,1497
91,2165,1607
91,2166,1773
91,2167,1925
91,2168,2123
91,2169,2365
91,2170,2524
91,2171,2601
91,2172,2434
91,2173,2244
91,2174,2167
91,2175,2114
91,2176,2062
91,2177,2050
91,2178,2105
91,2179,2118
91,2180,2297
91,2181,2327
91,2182,2108
91,2183,1852
91,2184,1590
92,2185,1467
92,2186,1391
92,2187,1451
92,2188,1561
92,2189,1758
92,2190,2044
92,2191,2393
92,2192,2646
92,2193,2758
92,2194,2840
92,2195,2841
92,2196,2894
92,2197,2891
92,2198,2817
92,2199,2722
92,2200,2627
92,2201,2527
92,2202,2436
92,2203,2391
92,2204,2547
92,2205,2518
92,2206,2232
92,2207,1902
92,2208,1614
93,2209,1471
93,2210,1400
93,2211,1459
93,2212,1543
93,2213,1724
93,2214,1984
93,2215,2299
93,2216,2588
93,2217,2716
93,2218,2809
93,2219,2823
93,2220,2902
93,2221,2917
93,2222,2851
93,2223,2773
93,2224,2685
93,2225,2578
93,2226,2437
93,2227,2427
93,2228,2548
93,2229,2521
93,2230,2258
93,2231,1940
93,2232,1705
94,2233,1609
94,2234,1534
94,2235,1491
94,2236,1550
94,2237,1702
94,2238,1954
94,2239,2274
94,2240,2577
94,2241,2829
94,2242,3023
94,2243,3137
94,2244,2964
94,2245,2755
94,2246,2706
94,2247,2638
94,2248,2561
94,2249,2506
94,2250,2454
94,2251,2429
94,2252,2557
94,2253,2549
94,2254,2284
94,2255,1979
94,2256,1767
95,2257,1684
95,2258,1597
95,2259,1537
95,2260,1591
95,2261,1760
95,2262,2014
95,2263,2313
95,2264,2632
95,2265,2869
95,2266,3041
95,2267,3133
95,2268,2950
95,2269,2721
95,2270,2661
95,2271,2589
95,2272,2505
95,2273,2453
95,2274,2385
95,2275,2379
95,2276,2502
95,2277,2501
95,2278,2268
95,2279,1974
95,2280,1765
96,2281,1683
96,2282,1591
96,2283,1557
96,2284,1606
96,2285,1773
96,2286,2041
96,2287,2354
96,2288,2595
96,2289,2828
96,2290,2976
96,2291,3038
96,2292,2853
96,2293,2610
96,2294,2531
96,2295,2458
96,2296,2370
96,2297,2333
96,2298,2289
96,2299,2274
96,2300,2392
96,2301,2396
96,2302,2178
96,2303,1918
96,2304,1699
97,2305,1585
97,2306,1495
97,2307,1476
97,2308,1501
97,2309,1650
97,2310,1846
97,2311,2037
97,2312,2256
97,2313,2495
97,2314,2692
97,2315,2798
97,2316,2656
97,2317,2442
97,2318,2369
97,2319,2306
97,2320,2242
97,2321,2218
97,2322,2203
97,2323,2206
97,2324,2338
97,2325,2363
97,2326,2135
97,2327,1879
97,2328,1655
98,2329,1526
98,2330,1448
98,2331,1393
98,2332,1422
98,2333,1536
98,2334,1698
98,2335,1879
98,2336,2084
98,2337,2337
98,2338,2521
98,2339,2592
98,2340,2483
98,2341,2303
98,2342,2257
98,2343,2205
98,2344,2152
98,2345,2137
98,2346,2154
98,2347,2133
98,2348,2277
98,2349,2296
98,2350,2058
98,2351,1790
98,2352,1542
99,2353,1432
99,2354,1380
99,2355,1420
99,2356,1512
99,2357,1699
99,2358,1971
99,2359,2281
99,2360,2561
99,2361,2739
99,2362,2856
99,2363,2885
99,2364,2992
99,2365,3010
99,2366,2966
99,2367,2883
99,2368,2795
99,2369,2680
99,2370,2573
99,2371,2486
99,2372,2594
99,2373,2632
99,2374,2414
99,2375,2119
99,2376,1872
100,2377,1785
100,2378,1740
100,2379,1749
100,2380,1818
100,2381,1996
100,2382,2240
100,2383,2451
100,2384,2643
100,2385,2771
100,2386,2901
100,2387,2924
100,2388,3013
100,2389,3012
100,2390,2967
100,2391,2868
100,2392,2754
100,2393,2657
100,2394,2520
100,2395,2498
100,2396,2597
100,2397,2564
100,2398,2285
100,2399,1961
100,2400,1697
101,2401,1615
101,2402,1553
101,2403,1518
101,2404,1562
101,2405,1733
101,2406,1976
101,2407,2274
101,2408,2597
101,2409,2838
101,2410,3023
101,2411,3125
101,2412,2963
101,2413,2743
101,2414,2666
101,2415,2578
101,2416,2482
101,2417,2422
101,2418,2374
101,2419,2378
101,2420,2501
101,2421,2506
101,2422,2258
101,2423,1988
101,2424,1760
102,2425,1656
102,2426,1564
102,2427,1517
102,2428,1553
102,2429,1702
102,2430,1969
102,2431,2305
102,2432,2575
102,2433,2827
102,2434,3015
102,2435,3106
102,2436,2929
102,2437,2683
102,2438,2595
102,2439,2528
102,2440,2458
102,2441,2424
102,2442,2395
102,2443,2409
102,2444,2551
102,2445,2522
102,2446,2294
102,2447,2010
102,2448,1742
103,2449,1634
103,2450,1588
103,2451,1664
103,2452,1800
103,2453,1925
103,2454,2135
103,2455,2368
103,2456,2574
103,2457,2797
103,2458,2982
103,2459,3092
103,2460,2936
103,2461,2720
103,2462,2647
103,2463,2571
103,2464,2487
103,2465,2409
103,2466,2355
103,2467,2343
103,2468,2441
103,2469,2470
103,2470,2312
103,2471,2116
103,2472,1924
104,2473,1767
104,2474,1681
104,2475,1637
104,2476,1626
104,2477,1750
104,2478,1907
104,2479,2013
104,2480,2271
104,2481,2533
104,2482,2718
104,2483,2818
104,2484,2632
104,2485,2394
104,2486,2273
104,2487,2195
104,2488,2123
104,2489,2084
104,2490,2069
104,2491,2101
104,2492,2237
104,2493,2276
104,2494,2060
104,2495,1828
104,2496,1658
105,2497,1577
105,2498,1512
105,2499,1462
105,2500,1494
105,2501,1593
105,2502,1751
105,2503,1898
105,2504,2133
105,2505,2408
105,2506,2606
105,2507,2700
105,2508,2526
105,2509,2277
105,2510,2211
105,2511,2153
105,2512,2099
105,2513,2099
105,2514,2139
105,2515,2142
105,2516,2278
105,2517,2279
105,2518,2047
105,2519,1769
105,2520,1529
106,2521,1393
106,2522,1344
106,2523,1387
106,2524,1488
106,2525,1661
106,2526,1964
106,2527,2266
106,2528,2560
106,2529,2699
106,2530,2784
106,2531,2795
106,2532,2870
106,2533,2886
106,2534,2829
106,2535,2767
106,2536,2715
106,2537,2628
106,2538,2532
106,2539,2456
106,2540,2570
106,2541,2554
106,2542,2271
106,2543,1933
106,2544,1652
107,2545,1511
107,2546,1448
107,2547,1458
107,2548,1547
107,2549,1711
107,2550,1998
107,2551,2297
107,2552,2607
107,2553,2761
107,2554,2872
107,2555,2923
107,2556,3030
107,2557,3042
107,2558,2992
107,2559,2921
107,2560,2850
107,2561,2743
107,2562,2587
107,2563,2542
107,2564,2613
107,2565,2618
107,2566,2345
107,2567,2028
107,2568,1789
108,2569,1650
108,2570,1575
108,2571,1526
108,2572,1572
108,2573,1717
108,2574,1964
108,2575,2252
108,2576,2573
108,2577,2847
108,2578,3053
108,2579,3214
108,2580,3079
108,2581,2891
108,2582,2885
108,2583,2831
108,2584,2766
108,2585,2716
108,2586,2655
108,2587,2589
108,2588,2636
108,2589,2639
108,2590,2374
108,2591,2063
108,2592,1800
109,2593,1705
109,2594,1598
109,2595,1553
109,2596,1604
109,2597,1751
109,2598,2011
109,2599,2295
109,2600,2625
109,2601,2878
109,2602,3094
109,2603,3245
109,2604,3121
109,2605,2950
109,2606,2950
109,2607,2912
109,2608,2870
109,2609,2841
109,2610,2768
109,2611,2685
109,2612,2717
109,2613,2713
109,2614,2459
109,2615,2138
109,2616,1870
110,2617,1741
110,2618,1629
110,2619,1563
110,2620,1589
110,2621,1736
110,2622,1986
110,2623,2277
110,2624,2595
110,2625,2893
110,2626,3161
110,2627,3361
110,2628,3289
110,2629,3160
110,2630,3171
110,2631,3163
110,2632,3141
110,2633,3103
110,2634,3019
110,2635,2915
110,2636,2859
110,2637,2803
110,2638,2554
110,2639,2251
110,2640,1987
111,2641,1825
111,2642,1699
111,2643,1610
111,2644,1630
111,2645,1730
111,2646,1888
111,2647,2026
111,2648,2310
111,2649,2649
111,2650,2949
111,2651,3156
111,2652,3096
111,2653,2971
111,2654,2993
111,2655,2995
111,2656,2993
111,2657,2992
111,2658,2942
111,2659,2878
111,2660,2849
111,2661,2781
111,2662,2526
111,2663,2214
111,2664,1951
112,2665,1809
112,2666,1705
112,2667,1615
112,2668,1627
112,2669,1716
112,2670,1861
112,2671,1969
112,2672,2224
112,2673,2541
112,2674,2815
112,2675,3020
112,2676,2955
112,2677,2841
112,2678,2853
112,2679,2870
112,2680,2870
112,2681,2871
112,2682,2901
112,2683,2812
112,2684,2802
112,2685,2756
112,2686,2543
112,2687,2286
112,2688,1984
113,2689,1718
113,2690,1597
113,2691,1594
113,2692,1646
113,2693,1818
113,2694,2100
113,2695,2383
113,2696,2686
113,2697,2867
113,2698,3012
113,2699,3064
113,2700,3173
113,2701,3204
113,2702,3170
113,2703,3098
113,2704,3003
113,2705,2897
113,2706,2766
113,2707,2655
113,2708,2683
113,2709,2672
113,2710,2429
113,2711,2116
113,2712,1780
114,2713,1554
114,2714,1506
114,2715,1527
114,2716,1589
114,2717,1728
114,2718,1999
114,2719,2287
114,2720,2584
114,2721,2751
114,2722,2872
114,2723,2936
114,2724,3029
114,2725,3082
114,2726,3059
114,2727,3002
114,2728,2924
114,2729,2819
114,2730,2649
114,2731,2596
114,2732,2661
114,2733,2673
114,2734,2399
114,2735,2062
114,2736,1795
115,2737,1667
115,2738,1595
115,2739,1559
115,2740,1582
115,2741,1718
115,2742,1992
115,2743,2284
115,2744,2631
115,2745,2917
115,2746,3141
115,2747,3262
115,2748,3144
115,2749,2981
115,2750,2965
115,2751,2907
115,2752,2836
115,2753,2767
115,2754,2671
115,2755,2631
115,2756,2678
115,2757,2650
115,2758,2367
115,2759,2037
115,2760,1802
116,2761,1699
116,2762,1607
116,2763,1554
116,2764,1584
116,2765,1752
116,2766,2000
116,2767,2275
116,2768,2601
116,2769,2871
116,2770,3071
116,2771,3197
116,2772,3032
116,2773,2802
116,2774,2765
116,2775,2679
116,2776,2604
116,2777,2550
116,2778,2487
116,2779,2438
116,2780,2517
116,2781,2605
116,2782,2415
116,2783,2109
116,2784,1843
117,2785,1790
117,2786,1842
117,2787,1858
117,2788,1870
117,2789,1958
117,2790,2129
117,2791,2281
117,2792,2582
117,2793,2856
117,2794,3065
117,2795,3202
117,2796,3032
117,2797,2824
117,2798,2796
117,2799,2744
117,2800,2676
117,2801,2637
117,2802,2570
117,2803,2503
117,2804,2528
117,2805,2577
117,2806,2362
117,2807,2111
117,2808,1874
118,2809,1728
118,2810,1616
118,2811,1556
118,2812,1581
118,2813,1703
118,2814,1877
118,2815,2033
118,2816,2308
118,2817,2624
118,2818,2884
118,2819,3045
118,2820,2909
118,2821,2729
118,2822,2674
118,2823,2622
118,2824,2577
118,2825,2578
118,2826,2547
118,2827,2524
118,2828,2528
118,2829,2524
118,2830,2299
118,2831,2034
118,2832,1803
119,2833,1696
119,2834,1599
119,2835,1531
119,2836,1554
119,2837,1660
119,2838,1801
119,2839,1923
119,2840,2160
119,2841,2466
119,2842,2723
119,2843,2857
119,2844,2754
119,2845,2594
119,2846,2593
119,2847,2586
119,2848,2574
119,2849,2576
119,2850,2615
119,2851,2564
119,2852,2583
119,2853,2569
119,2854,2306
119,2855,1982
119,2856,1696
120,2857,1546
120,2858,1505
120,2859,1519
120,2860,1590
120,2861,1770
120,2862,2089
120,2863,2352
120,2864,2633
120,2865,2841
120,2866,2989
120,2867,3080
120,2868,3210
120,2869,3265
120,2870,3258
120,2871,3204
120,2872,3141
120,2873,3031
120,2874,2919
120,2875,2803
120,2876,2817
120,2877,2827
120,2878,2594
120,2879,2284
120,2880,2015
121,2881,1913
121,2882,1843
121,2883,1855
121,2884,1851
121,2885,1931
121,2886,2144
121,2887,2400
121,2888,2709
121,2889,2883
121,2890,3008
121,2891,3052
121,2892,3150
121,2893,3167
121,2894,3123
121,2895,3042
121,2896,2943
121,2897,2823
121,2898,2650
121,2899,2619
121,2900,2658
121,2901,2664
121,2902,2424
121,2903,2118
121,2904,1910
122,2905,1850
122,2906,1755
122,2907,1738
122,2908,1775
122,2909,1856
122,2910,2067
122,2911,2327
122,2912,2658
122,2913,2947
122,2914,3172
122,2915,3323
122,2916,3140
122,2917,2906
122,2918,2871
122,2919,2814
122,2920,2732
122,2921,2681
122,2922,2628
122,2923,2586
122,2924,2634
122,2925,2645
122,2926,2397
122,2927,2080
122,2928,1830
123,2929,1727
123,2930,1662
123,2931,1613
123,2932,1654
123,2933,1843
123,2934,2172
123,2935,2388
123,2936,2640
123,2937,2910
123,2938,3117
123,2939,3231
123,2940,3077
123,2941,2887
123,2942,2865
123,2943,2819
123,2944,2764
123,2945,2727
123,2946,2667
123,2947,2621
123,2948,2648
123,2949,2669
123,2950,2419
123,2951,2117
123,2952,1886
124,2953,1760
124,2954,1654
124,2955,1628
124,2956,1676
124,2957,1794
124,2958,2029
124,2959,2300
124,2960,2635
124,2961,2908
124,2962,3118
124,2963,3227
124,2964,3075
124,2965,2873
124,2966,2861
124,2967,2825
124,2968,2778
124,2969,2719
124,2970,2638
124,2971,2575
124,2972,2579
124,2973,2609
124,2974,2402
124,2975,2141
124,2976,1906
125,2977,1769
125,2978,1657
125,2979,1613
125,2980,1641
125,2981,1747
125,2982,1914
125,2983,2065
125,2984,2326
125,2985,2615
125,2986,2840
125,2987,2979
125,2988,2832
125,2989,2656
125,2990,2627
125,2991,2598
125,2992,2559
125,2993,2546
125,2994,2511
125,2995,2483
125,2996,2472
125,2997,2484
125,2998,2266
125,2999,2035
125,3000,1825
126,3001,1709
126,3002,1623
126,3003,1556
126,3004,1587
126,3005,1686
126,3006,1832
126,3007,1951
126,3008,2198
126,3009,2493
126,3010,2751
126,3011,2923
126,3012,2790
126,3013,2605
126,3014,2587
126,3015,2573
126,3016,2554
126,3017,2553
126,3018,2586
126,3019,2544
126,3020,2557
126,3021,2576
126,3022,2319
126,3023,1998
126,3024,1723
127,3025,1569
127,3026,1501
127,3027,1531
127,3028,1620
127,3029,1781
127,3030,2050
127,3031,2338
127,3032,2678
127,3033,2887
127,3034,3049
127,3035,3130
127,3036,3280
127,3037,3360
127,3038,3340
127,3039,3298
127,3040,3249
127,3041,3179
127,3042,3058
127,3043,2927
127,3044,2887
127,3045,2866
127,3046,2567
127,3047,2197
127,3048,1876
128,3049,1672
128,3050,1595
128,3051,1620
128,3052,1689
128,3053,1850
128,3054,2108
128,3055,2384
128,3056,2712
128,3057,2923
128,3058,3084
128,3059,3155
128,3060,3292
128,3061,3361
128,3062,3382
128,3063,3351
128,3064,3316
128,3065,3246
128,3066,3087
128,3067,3008
128,3068,2938
128,3069,2905
128,3070,2620
128,3071,2286
128,3072,2005
129,3073,1891
129,3074,1765
129,3075,1666
129,3076,1681
129,3077,1824
129,3078,2050
129,3079,2345
129,3080,2711
129,3081,3018
129,3082,3304
129,3083,3528
129,3084,3458
129,3085,3312
129,3086,3342
129,3087,3353
129,3088,3341
129,3089,3308
129,3090,3226
129,3091,3127
129,3092,3032
129,3093,3006
129,3094,2722
129,3095,2348
129,3096,2049
130,3097,1905
130,3098,1784
130,3099,1720
130,3100,1745
130,3101,1879
130,3102,2092
130,3103,2368
130,3104,2719
130,3105,3029
130,3106,3306
130,3107,3489
130,3108,3366
130,3109,3190
130,3110,3204
130,3111,3187
130,3112,3141
130,3113,3120
130,3114,3032
130,3115,2921
130,3116,2869
130,3117,2864
130,3118,2600
130,3119,2254
130,3120,1961
131,3121,1818
131,3122,1747
131,3123,1699
131,3124,1731
131,3125,1868
131,3126,2089
131,3127,2331
131,3128,2677
131,3129,2982
131,3130,3245
131,3131,3439
131,3132,3316
131,3133,3141
131,3134,3164
131,3135,3165
131,3136,3144
131,3137,3107
131,3138,3032
131,3139,2924
131,3140,2840
131,3141,2819
131,3142,2572
131,3143,2258
131,3144,1999
132,3145,1857
132,3146,1744
132,3147,1680
132,3148,1707
132,3149,1806
132,3150,1968
132,3151,2111
132,3152,2398
132,3153,2746
132,3154,3019
132,3155,3215
132,3156,3090
132,3157,2927
132,3158,2929
132,3159,2932
132,3160,2908
132,3161,2909
132,3162,2885
132,3163,2824
132,3164,2744
132,3165,2708
132,3166,2495
132,3167,2217
132,3168,1969
133,3169,1835
133,3170,1737
133,3171,1674
133,3172,1687
133,3173,1776
133,3174,1901
133,3175,2003
133,3176,2275
133,3177,2610
133,3178,2887
133,3179,3042
133,3180,2934
133,3181,2779
133,3182,2789
133,3183,2786
133,3184,2780
133,3185,2801
133,3186,2829
133,3187,2753
133,3188,2695
133,3189,2687
133,3190,2460
133,3191,2133
133,3192,1836
134,3193,1635
134,3194,1602
134,3195,1622
134,3196,1707
134,3197,1863
134,3198,2112
134,3199,2390
134,3200,2736
134,3201,2964
134,3202,3134
134,3203,3211
134,3204,3364
134,3205,3439
134,3206,3444
134,3207,3393
134,3208,3343
134,3209,3253
134,3210,3129
134,3211,3002
134,3212,2925
134,3213,2910
134,3214,2623
134,3215,2254
134,3216,1927
135,3217,1732
135,3218,1671
135,3219,1676
135,3220,1737
135,3221,1896
135,3222,2148
135,3223,2418
135,3224,2742
135,3225,2933
135,3226,3111
135,3227,3150
135,3228,3296
135,3229,3360
135,3230,3375
135,3231,3335
135,3232,3294
135,3233,3216
135,3234,3049
135,3235,2959
135,3236,2885
135,3237,2890
135,3238,2637
135,3239,2289
135,3240,1995
136,3241,1861
136,3242,1765
136,3243,1710
136,3244,1733
136,3245,1877
136,3246,2085
136,3247,2365
136,3248,2715
136,3249,3020
136,3250,3282
136,3251,3498
136,3252,3436
136,3253,3295
136,3254,3344
136,3255,3375
136,3256,3372
136,3257,3363
136,3258,3300
136,3259,3204
136,3260,3084
136,3261,3047
136,3262,2764
136,3263,2401
136,3264,2089
137,3265,1944
137,3266,1840
137,3267,1771
137,3268,1793
137,3269,1931
137,3270,2147
137,3271,2418
137,3272,2759
137,3273,3058
137,3274,3335
137,3275,3542
137,3276,3452
137,3277,3297
137,3278,3332
137,3279,3314
137,3280,3283
137,3281,3238
137,3282,3138
137,3283,3024
137,3284,2918
137,3285,2888
137,3286,2646
137,3287,2315
137,3288,2019
138,3289,1869
138,3290,1799
138,3291,1740
138,3292,1779
138,3293,1927
138,3294,2131
138,3295,2376
138,3296,2698
138,3297,2989
138,3298,3240
138,3299,3404
138,3300,3269
138,3301,3052
138,3302,3026
138,3303,3025
138,3304,2977
138,3305,2933
138,3306,2867
138,3307,2771
138,3308,2712
138,3309,2709
138,3310,2517
138,3311,2237
138,3312,1980
139,3313,1831
139,3314,1735
139,3315,1689
139,3316,1702
139,3317,1817
139,3318,1965
139,3319,2098
139,3320,2386
139,3321,2698
139,3322,2976
139,3323,3165
139,3324,3055
139,3325,2885
139,3326,2889
139,3327,2885
139,3328,2884
139,3329,2880
139,3330,2847
139,3331,2796
139,3332,2732
139,3333,2713
139,3334,2503
139,3335,2225
139,3336,1994
140,3337,1869
140,3338,1751
140,3339,1673
140,3340,1707
140,3341,1800
140,3342,1923
140,3343,2042
140,3344,2287
140,3345,2613
140,3346,2915
140,3347,3137
140,3348,3062
140,3349,2940
140,3350,2993
140,3351,3037
140,3352,3075
140,3353,3106
140,3354,3145
140,3355,3034
140,3356,2904
140,3357,2837
140,3358,2593
140,3359,2240
140,3360,1925
141,3361,1735
141,3362,1679
141,3363,1688
141,3364,1757
141,3365,1925
141,3366,2180
141,3367,2453
141,3368,2788
141,3369,3036
141,3370,3254
141,3371,3378
141,3372,3559
141,3373,3668
141,3374,3702
141,3375,3694
141,3376,3681
141,3377,3623
141,3378,3490
141,3379,3339
141,3380,3215
141,3381,3127
141,3382,2823
141,3383,2418
141,3384,2073
142,3385,1876
142,3386,1788
142,3387,1777
142,3388,1838
142,3389,1987
142,3390,2230
142,3391,2510
142,3392,2853
142,3393,3078
142,3394,3254
142,3395,3359
142,3396,3520
142,3397,3607
142,3398,3634
142,3399,3621
142,3400,3587
142,3401,3515
142,3402,3335
142,3403,3228
142,3404,3099
142,3405,3048
142,3406,2793
142,3407,2427
142,3408,2110
143,3409,1963
143,3410,1865
143,3411,1788
143,3412,1806
143,3413,1949
143,3414,2157
143,3415,2448
143,3416,2802
143,3417,3125
143,3418,3378
143,3419,3563
143,3420,3440
143,3421,3261
143,3422,3271
143,3423,3258
143,3424,3221
143,3425,3179
143,3426,3084
143,3427,2978
143,3428,2877
143,3429,2860
143,3430,2650
143,3431,2302
143,3432,2034
144,3433,1921
144,3434,1807
144,3435,1745
144,3436,1767
144,3437,1908
144,3438,2131
144,3439,2397
144,3440,2761
144,3441,3074
144,3442,3314
144,3443,3494
144,3444,3354
144,3445,3152
144,3446,3155
144,3447,3126
144,3448,3081
144,3449,3047
144,3450,2957
144,3451,2868
144,3452,2787
144,3453,2809
144,3454,2589
144,3455,2272
144,3456,2000
145,3457,1877
145,3458,1818
145,3459,1746
145,3460,1775
145,3461,1912
145,3462,2119
145,3463,2373
145,3464,2678
145,3465,2985
145,3466,3210
145,3467,3346
145,3468,3178
145,3469,2954
145,3470,2912
145,3471,2828
145,3472,2730
145,3473,2646
145,3474,2545
145,3475,2480
145,3476,2451
145,3477,2487
145,3478,2319
145,3479,2070
145,3480,1852
146,3481,1751
146,3482,1656
146,3483,1610
146,3484,1637
146,3485,1756
146,3486,1902
146,3487,2026
146,3488,2301
146,3489,2604
146,3490,2803
146,3491,2938
146,3492,2764
146,3493,2561
146,3494,2502
146,3495,2443
146,3496,2387
146,3497,2359
146,3498,2335
146,3499,2300
146,3500,2293
146,3501,2335
146,3502,2184
146,3503,1959
146,3504,1790
147,3505,1731
147,3506,1640
147,3507,1607
147,3508,1624
147,3509,1713
147,3510,1842
147,3511,1936
147,3512,2173
147,3513,2479
147,3514,2696
147,3515,2812
147,3516,2665
147,3517,2474
147,3518,2466
147,3519,2419
147,3520,2384
147,3521,2394
147,3522,2440
147,3523,2390
147,3524,2363
147,3525,2381
147,3526,2215
147,3527,1971
147,3528,1750
148,3529,1611
148,3530,1553
148,3531,1570
148,3532,1642
148,3533,1775
148,3534,1950
148,3535,2093
148,3536,2310
148,3537,2513
148,3538,2669
148,3539,2751
148,3540,2882
148,3541,2956
148,3542,2917
148,3543,2880
148,3544,2850
148,3545,2803
148,3546,2744
148,3547,2669
148,3548,2611
148,3549,2610
148,3550,2441
148,3551,2138
148,3552,1855
149,3553,1709
149,3554,1635
149,3555,1662
149,3556,1709
149,3557,1904
149,3558,2134
149,3559,2393
149,3560,2694
149,3561,2923
149,3562,3087
149,3563,3156
149,3564,3305
149,3565,3362
149,3566,3379
149,3567,3366
149,3568,3333
149,3569,3257
149,3570,3098
149,3571,3010
149,3572,2917
149,3573,2894
149,3574,2692
149,3575,2348
149,3576,2071
150,3577,1917
150,3578,1817
150,3579,1772
150,3580,1839
150,3581,1970
150,3582,2161
150,3583,2376
150,3584,2725
150,3585,2996
150,3586,3268
150,3587,3467
150,3588,3383
150,3589,3256
150,3590,3289
150,3591,3306
150,3592,3306
150,3593,3307
150,3594,3235
150,3595,3143
150,3596,3001
150,3597,2965
150,3598,2754
150,3599,2419
150,3600,2137
151,3601,1984
151,3602,1864
151,3603,1791
151,3604,1814
151,3605,1950
151,3606,2162
151,3607,2430
151,3608,2788
151,3609,3123
151,3610,3406
151,3611,3654
151,3612,3603
151,3613,3505
151,3614,3605
151,3615,3671
151,3616,3704
151,3617,3703
