day,hour,demand
151,3618,3638
151,3619,3531
151,3620,3382
151,3621,3321
151,3622,3111
151,3623,2780
151,3624,2494
152,3625,2351
152,3626,2131
152,3627,1955
152,3628,1964
152,3629,2100
152,3630,2284
152,3631,2532
152,3632,2871
152,3633,3235
152,3634,3572
152,3635,3834
152,3636,3796
152,3637,3690
152,3638,3769
152,3639,3812
152,3640,3807
152,3641,3763
152,3642,3640
152,3643,3487
152,3644,3297
152,3645,3183
152,3646,2950
152,3647,2636
152,3648,2355
153,3649,2188
153,3650,2046
153,3651,1947
153,3652,1945
153,3653,2012
153,3654,2130
153,3655,2288
153,3656,2555
153,3657,2906
153,3658,3238
153,3659,3421
153,3660,3330
153,3661,3160
153,3662,3162
153,3663,3161
153,3664,3150
153,3665,3150
153,3666,3091
153,3667,3006
153,3668,2881
153,3669,2859
153,3670,2727
153,3671,2523
153,3672,2369
154,3673,2273
154,3674,2167
154,3675,2079
154,3676,2043
154,3677,2023
154,3678,2054
154,3679,2109
154,3680,2338
154,3681,2667
154,3682,2980
154,3683,3172
154,3684,3090
154,3685,2933
154,3686,2936
154,3687,2919
154,3688,2906
154,3689,2933
154,3690,2964
154,3691,2877
154,3692,2794
154,3693,2778
154,3694,2610
154,3695,2300
154,3696,2004
155,3697,1812
155,3698,1728
155,3699,1715
155,3700,1791
155,3701,1963
155,3702,2231
155,3703,2508
155,3704,2814
155,3705,3010
155,3706,3195
155,3707,3265
155,3708,3380
155,3709,3416
155,3710,3393
155,3711,3335
155,3712,3257
155,3713,3160
155,3714,3011
155,3715,2887
155,3716,2815
155,3717,2789
155,3718,2573
155,3719,2263
155,3720,1993
156,3721,1834
156,3722,1745
156,3723,1755
156,3724,1815
156,3725,1970
156,3726,2214
156,3727,2447
156,3728,2752
156,3729,2945
156,3730,3100
156,3731,3133
156,3732,3215
156,3733,3242
156,3734,3252
156,3735,3166
156,3736,3115
156,3737,3020
156,3738,2866
156,3739,2751
156,3740,2679
156,3741,2706
156,3742,2520
156,3743,2205
156,3744,1981
157,3745,1909
157,3746,1846
157,3747,1811
157,3748,1852
157,3749,1979
157,3750,2164
157,3751,2356
157,3752,2663
157,3753,2945
157,3754,3218
157,3755,3375
157,3756,3253
157,3757,3064
157,3758,3076
157,3759,3080
157,3760,3051
157,3761,3036
157,3762,2962
157,3763,2900
157,3764,2808
157,3765,2785
157,3766,2594
157,3767,2309
157,3768,2077
158,3769,1971
158,3770,1857
158,3771,1809
158,3772,1826
158,3773,1958
158,3774,2130
158,3775,2343
158,3776,2689
158,3777,3026
158,3778,3312
158,3779,3510
158,3780,3413
158,3781,3251
158,3782,3289
158,3783,3302
158,3784,3289
158,3785,3271
158,3786,3193
158,3787,3105
158,3788,2984
158,3789,2983
158,3790,2843
158,3791,2582
158,3792,2345
159,3793,2176
159,3794,1995
159,3795,1885
159,3796,1887
159,3797,2054
159,3798,2183
159,3799,2374
159,3800,2722
159,3801,3055
159,3802,3345
159,3803,3533
159,3804,3413
159,3805,3240
159,3806,3247
159,3807,3230
159,3808,3204
159,3809,3170
159,3810,3072
159,3811,2974
159,3812,2861
159,3813,2798
159,3814,2654
159,3815,2404
159,3816,2196
160,3817,2040
160,3818,1979
160,3819,1889
160,3820,1895
160,3821,1979
160,3822,2088
160,3823,2210
160,3824,2428
160,3825,2742
160,3826,3028
160,3827,3188
160,3828,3068
160,3829,2882
160,3830,2852
160,3831,2817
160,3832,2797
160,3833,2795
160,3834,2759
160,3835,2702
160,3836,2618
160,3837,2631
160,3838,2525
160,3839,2348
160,3840,2182
161,3841,2133
161,3842,2064
161,3843,2046
161,3844,2056
161,3845,2099
161,3846,2110
161,3847,2097
161,3848,2307
161,3849,2572
161,3850,2833
161,3851,3001
161,3852,2914
161,3853,2774
161,3854,2792
161,3855,2820
161,3856,2847
161,3857,2901
161,3858,2961
161,3859,2894
161,3860,2817
161,3861,2756
161,3862,2564
161,3863,2277
161,3864,2021
162,3865,1879
162,3866,1794
162,3867,1792
162,3868,1913
162,3869,2069
162,3870,2271
162,3871,2463
162,3872,2732
162,3873,2982
162,3874,3198
162,3875,3331
162,3876,3517
162,3877,3612
162,3878,3676
162,3879,3698
162,3880,3680
162,3881,3628
162,3882,3515
162,3883,3376
162,3884,3245
162,3885,3167
162,3886,2947
162,3887,2610
162,3888,2343
163,3889,2190
163,3890,2110
163,3891,2072
163,3892,2119
163,3893,2223
163,3894,2422
163,3895,2603
163,3896,2854
163,3897,3077
163,3898,3268
163,3899,3405
163,3900,3606
163,3901,3710
163,3902,3767
163,3903,3783
163,3904,3770
163,3905,3717
163,3906,3534
163,3907,3433
163,3908,3272
163,3909,3180
163,3910,2951
163,3911,2621
163,3912,2398
164,3913,2199
164,3914,2092
164,3915,2012
164,3916,2022
164,3917,2154
164,3918,2310
164,3919,2502
164,3920,2817
164,3921,3130
164,3922,3440
164,3923,3658
164,3924,3555
164,3925,3414
164,3926,3470
164,3927,3500
164,3928,3509
164,3929,3488
164,3930,3421
164,3931,3304
164,3932,3152
164,3933,3054
164,3934,2834
164,3935,2506
164,3936,2231
165,3937,2068
165,3938,1930
165,3939,1863
165,3940,1879
165,3941,2001
165,3942,2197
165,3943,2422
165,3944,2749
165,3945,3083
165,3946,3377
165,3947,3556
165,3948,3490
165,3949,3348
165,3950,3397
165,3951,3428
165,3952,3421
165,3953,3402
165,3954,3318
165,3955,3220
165,3956,3090
165,3957,3009
165,3958,2791
165,3959,2456
165,3960,2170
166,3961,2056
166,3962,1935
166,3963,1858
166,3964,1995
166,3965,2202
166,3966,2369
166,3967,2533
166,3968,2735
166,3969,3038
166,3970,3324
166,3971,3497
166,3972,3400
166,3973,3255
166,3974,3290
166,3975,3314
166,3976,3311
166,3977,3305
166,3978,3234
166,3979,3151
166,3980,3026
166,3981,2959
166,3982,2763
166,3983,2480
166,3984,2245
167,3985,2075
167,3986,1939
167,3987,1920
167,3988,1949
167,3989,2043
167,3990,2152
167,3991,2286
167,3992,2562
167,3993,2893
167,3994,3230
167,3995,3447
167,3996,3396
167,3997,3282
167,3998,3314
167,3999,3350
167,4000,3380
167,4001,3395
167,4002,3350
167,4003,3275
167,4004,3138
167,4005,3071
167,4006,2884
167,4007,2588
167,4008,2321
168,4009,2167
168,4010,2014
168,4011,1903
168,4012,1891
168,4013,1986
168,4014,2076
168,4015,2184
168,4016,2458
168,4017,2816
168,4018,3171
168,4019,3417
168,4020,3365
168,4021,3269
168,4022,3339
168,4023,3403
168,4024,3433
168,4025,3453
168,4026,3474
168,4027,3351
168,4028,3185
168,4029,3016
168,4030,2741
168,4031,2427
168,4032,2145
169,4033,1953
169,4034,1866
169,4035,1867
169,4036,1945
169,4037,2105
169,4038,2343
169,4039,2578
169,4040,2890
169,4041,3160
169,4042,3373
169,4043,3509
169,4044,3703
169,4045,3805
169,4046,3857
169,4047,3866
169,4048,3824
169,4049,3741
169,4050,3595
169,4051,3412
169,4052,3241
169,4053,3105
169,4054,2853
169,4055,2481
169,4056,2189
170,4057,2026
170,4058,1912
170,4059,1897
170,4060,1938
170,4061,2074
170,4062,2307
170,4063,2528
170,4064,2808
170,4065,3054
170,4066,3250
170,4067,3326
170,4068,3516
170,4069,3600
170,4070,3639
170,4071,3663
170,4072,3650
170,4073,3582
170,4074,3424
170,4075,3350
170,4076,3202
170,4077,3123
170,4078,2931
170,4079,2595
170,4080,2320
171,4081,2147
171,4082,2032
171,4083,1927
171,4084,1928
171,4085,2043
171,4086,2219
171,4087,2411
171,4088,2734
171,4089,3096
171,4090,3402
171,4091,3639
171,4092,3597
171,4093,3495
171,4094,3575
171,4095,3641
171,4096,3667
171,4097,3677
171,4098,3617
171,4099,3515
171,4100,3335
171,4101,3199
171,4102,2937
171,4103,2593
171,4104,2299
172,4105,2132
172,4106,1997
172,4107,1908
172,4108,1942
172,4109,2042
172,4110,2231
172,4111,2450
172,4112,2778
172,4113,3104
172,4114,3403
172,4115,3593
172,4116,3521
172,4117,3384
172,4118,3427
172,4119,3444
172,4120,3434
172,4121,3416
172,4122,3331
172,4123,3229
172,4124,3080
172,4125,2994
172,4126,2776
172,4127,2467
172,4128,2212
173,4129,2077
173,4130,1945
173,4131,1877
173,4132,1892
173,4133,2010
173,4134,2160
173,4135,2368
173,4136,2696
173,4137,3029
173,4138,3304
173,4139,3471
173,4140,3406
173,4141,3275
173,4142,3253
173,4143,3260
173,4144,3238
173,4145,3206
173,4146,3126
173,4147,3013
173,4148,2873
173,4149,2815
173,4150,2633
173,4151,2394
173,4152,2167
174,4153,2048
174,4154,1930
174,4155,1840
174,4156,1852
174,4157,1939
174,4158,2062
174,4159,2190
174,4160,2436
174,4161,2723
174,4162,2968
174,4163,3153
174,4164,3069
174,4165,2939
174,4166,2934
174,4167,2915
174,4168,2895
174,4169,2892
174,4170,2859
174,4171,2816
174,4172,2694
174,4173,2658
174,4174,2510
174,4175,2269
174,4176,2075
175,4177,1952
175,4178,1821
175,4179,1766
175,4180,1790
175,4181,1862
175,4182,1961
175,4183,2065
175,4184,2299
175,4185,2580
175,4186,2852
175,4187,3031
175,4188,2932
175,4189,2802
175,4190,2819
175,4191,2831
175,4192,2837
175,4193,2861
175,4194,2904
175,4195,2827
175,4196,2732
175,4197,2680
175,4198,2532
175,4199,2268
175,4200,1977
176,4201,1791
176,4202,1707
176,4203,1748
176,4204,1830
176,4205,1950
176,4206,2177
176,4207,2373
176,4208,2672
176,4209,2907
176,4210,3099
176,4211,3185
176,4212,3343
176,4213,3393
176,4214,3421
176,4215,3413
176,4216,3377
176,4217,3312
176,4218,3201
176,4219,3071
176,4220,2951
176,4221,2868
176,4222,2668
176,4223,2342
176,4224,2037
177,4225,1853
177,4226,1779
177,4227,1794
177,4228,1858
177,4229,1979
177,4230,2195
177,4231,2389
177,4232,2690
177,4233,2919
177,4234,3116
177,4235,3220
177,4236,3372
177,4237,3442
177,4238,3484
177,4239,3491
177,4240,3476
177,4241,3429
177,4242,3266
177,4243,3179
177,4244,3041
177,4245,2967
177,4246,2759
177,4247,2441
177,4248,2187
178,4249,2051
178,4250,1925
178,4251,1864
178,4252,1907
178,4253,2029
178,4254,2210
178,4255,2414
178,4256,2717
178,4257,3069
178,4258,3381
178,4259,3571
178,4260,3528
178,4261,3425
178,4262,3489
178,4263,3536
178,4264,3557
178,4265,3556
178,4266,3485
178,4267,3384
178,4268,3208
178,4269,3106
178,4270,2896
178,4271,2574
178,4272,2289
179,4273,2137
179,4274,1979
179,4275,1937
179,4276,1952
179,4277,2052
179,4278,2192
179,4279,2410
179,4280,2773
179,4281,3121
179,4282,3435
179,4283,3639
179,4284,3596
179,4285,3511
179,4286,3587
179,4287,3641
179,4288,3660
179,4289,3656
179,4290,3581
179,4291,3466
179,4292,3290
179,4293,3182
179,4294,2938
179,4295,2616
179,4296,2334
180,4297,2176
180,4298,2064
180,4299,1964
180,4300,1967
180,4301,2078
180,4302,2248
180,4303,2435
180,4304,2756
180,4305,3102
180,4306,3422
180,4307,3644
180,4308,3575
180,4309,3460
180,4310,3494
180,4311,3539
180,4312,3555
180,4313,3550
180,4314,3476
180,4315,3361
180,4316,3179
180,4317,3061
180,4318,2854
180,4319,2557
180,4320,2303
181,4321,2135
181,4322,2014
181,4323,1924
181,4324,1937
181,4325,2014
181,4326,2142
181,4327,2254
181,4328,2501
181,4329,2854
181,4330,3153
181,4331,3379
181,4332,3305
181,4333,3189
181,4334,3238
181,4335,3268
181,4336,3265
181,4337,3290
181,4338,3251
181,4339,3181
181,4340,3024
181,4341,2910
181,4342,2717
181,4343,2469
181,4344,2242
182,4345,2101
182,4346,1988
182,4347,1922
182,4348,1930
182,4349,2012
182,4350,2119
182,4351,2179
182,4352,2414
182,4353,2740
182,4354,3017
182,4355,3245
182,4356,3183
182,4357,3049
182,4358,3087
182,4359,3124
182,4360,3155
182,4361,3181
182,4362,3226
182,4363,3133
182,4364,3003
182,4365,2915
182,4366,2709
182,4367,2394
182,4368,2103
183,4369,1912
183,4370,1860
183,4371,1850
183,4372,1902
183,4373,2048
183,4374,2263
183,4375,2492
183,4376,2788
183,4377,3036
183,4378,3244
183,4379,3369
183,4380,3556
183,4381,3653
183,4382,3704
183,4383,3728
183,4384,3712
183,4385,3654
183,4386,3521
183,4387,3370
183,4388,3217
183,4389,3112
183,4390,2871
183,4391,2528
183,4392,2205
184,4393,2020
184,4394,1955
184,4395,1938
184,4396,1989
184,4397,2130
184,4398,2363
184,4399,2568
184,4400,2818
184,4401,3070
184,4402,3262
184,4403,3372
184,4404,3542
184,4405,3616
184,4406,3634
184,4407,3649
184,4408,3621
184,4409,3551
184,4410,3367
184,4411,3263
184,4412,3115
184,4413,3029
184,4414,2814
184,4415,2510
184,4416,2263
185,4417,2121
185,4418,1989
185,4419,1909
185,4420,1912
185,4421,2016
185,4422,2145
185,4423,2263
185,4424,2459
185,4425,2746
185,4426,3024
185,4427,3215
185,4428,3154
185,4429,3029
185,4430,3038
185,4431,3058
185,4432,3062
185,4433,3049
185,4434,2991
185,4435,2915
185,4436,2763
185,4437,2651
185,4438,2440
185,4439,2253
185,4440,2086
186,4441,1952
186,4442,1871
186,4443,1807
186,4444,1816
186,4445,1942
186,4446,2148
186,4447,2402
186,4448,2704
186,4449,3047
186,4450,3361
186,4451,3560
186,4452,3489
186,4453,3312
186,4454,3329
186,4455,3333
186,4456,3321
186,4457,3305
186,4458,3241
186,4459,3160
186,4460,3023
186,4461,2941
186,4462,2730
186,4463,2435
186,4464,2196
187,4465,2088
187,4466,1978
187,4467,1890
187,4468,1904
187,4469,2036
187,4470,2225
187,4471,2374
187,4472,2731
187,4473,3081
187,4474,3355
187,4475,3554
187,4476,3494
187,4477,3352
187,4478,3414
187,4479,3439
187,4480,3455
187,4481,3459
187,4482,3403
187,4483,3309
187,4484,3156
187,4485,3049
187,4486,2820
187,4487,2526
187,4488,2283
188,4489,2124
188,4490,1970
188,4491,1903
188,4492,1926
188,4493,2009
188,4494,2135
188,4495,2251
188,4496,2507
188,4497,2838
188,4498,3162
188,4499,3389
188,4500,3359
188,4501,3268
188,4502,3336
188,4503,3378
188,4504,3416
188,4505,3441
188,4506,3398
188,4507,3332
188,4508,3166
188,4509,3040
188,4510,2807
188,4511,2521
188,4512,2271
189,4513,2157
189,4514,2034
189,4515,1951
189,4516,1929
189,4517,2005
189,4518,2151
189,4519,2238
189,4520,2464
189,4521,2753
189,4522,3061
189,4523,3299
189,4524,3286
189,4525,3194
189,4526,3268
189,4527,3341
189,4528,3389
189,4529,3431
189,4530,3479
189,4531,3388
189,4532,3236
189,4533,3109
189,4534,2863
189,4535,2521
189,4536,2181
190,4537,2006
190,4538,1914
190,4539,1899
190,4540,1955
190,4541,2100
190,4542,2337
190,4543,2540
190,4544,2830
190,4545,3125
190,4546,3355
190,4547,3516
190,4548,3769
190,4549,3916
190,4550,4001
190,4551,4059
190,4552,4078
190,4553,4053
190,4554,3941
190,4555,3800
190,4556,3636
190,4557,3477
190,4558,3212
190,4559,2835
190,4560,2525
191,4561,2326
191,4562,2206
191,4563,2179
191,4564,2183
191,4565,2276
191,4566,2467
191,4567,2656
191,4568,2964
191,4569,3234
191,4570,3500
191,4571,3697
191,4572,3945
191,4573,4104
191,4574,4220
191,4575,4316
191,4576,4341
191,4577,4311
191,4578,4157
191,4579,4037
191,4580,3829
191,4581,3660
191,4582,3357
191,4583,2959
191,4584,2616
192,4585,2436
192,4586,2268
192,4587,2163
192,4588,2170
192,4589,2277
192,4590,2464
192,4591,2656
192,4592,3022
192,4593,3410
192,4594,3770
192,4595,4072
192,4596,4106
192,4597,4034
192,4598,4154
192,4599,4218
192,4600,4234
192,4601,4218
192,4602,4103
192,4603,3959
192,4604,3779
192,4605,3655
192,4606,3370
192,4607,2974
192,4608,2643
193,4609,2464
193,4610,2320
193,4611,2206
193,4612,2244
193,4613,2355
193,4614,2550
193,4615,2733
193,4616,3024
193,4617,3352
193,4618,3661
193,4619,3898
193,4620,3857
193,4621,3738
193,4622,3820
193,4623,3825
193,4624,3801
193,4625,3756
193,4626,3658
193,4627,3572
193,4628,3464
193,4629,3381
193,4630,3145
193,4631,2815
193,4632,2533
194,4633,2362
194,4634,2202
194,4635,2121
194,4636,2129
194,4637,2235
194,4638,2437
194,4639,2646
194,4640,2974
194,4641,3325
194,4642,3632
194,4643,3887
194,4644,3830
194,4645,3684
194,4646,3722
194,4647,3744
194,4648,3711
194,4649,3665
194,4650,3554
194,4651,3416
194,4652,3242
194,4653,3164
194,4654,2963
194,4655,2651
194,4656,2389
195,4657,2224
195,4658,2098
195,4659,2028
195,4660,2032
195,4661,2112
195,4662,2248
195,4663,2368
195,4664,2629
195,4665,2999
195,4666,3357
195,4667,3594
195,4668,3543
195,4669,3405
195,4670,3420
195,4671,3439
195,4672,3437
195,4673,3434
195,4674,3391
195,4675,3300
195,4676,3138
195,4677,3042
195,4678,2834
195,4679,2537
195,4680,2298
196,4681,2171
196,4682,2067
196,4683,1962
196,4684,1968
196,4685,2037
196,4686,2159
196,4687,2245
196,4688,2481
196,4689,2817
196,4690,3106
196,4691,3311
196,4692,3245
196,4693,3148
196,4694,3197
196,4695,3244
196,4696,3258
196,4697,3287
196,4698,3319
196,4699,3202
196,4700,3064
196,4701,2951
196,4702,2720
196,4703,2373
196,4704,2067
197,4705,1884
197,4706,1825
197,4707,1824
197,4708,1894
197,4709,2040
197,4710,2293
197,4711,2496
197,4712,2773
197,4713,3032
197,4714,3206
197,4715,3305
197,4716,3471
197,4717,3551
197,4718,3559
197,4719,3554
197,4720,3500
197,4721,3434
197,4722,3283
197,4723,3123
197,4724,2981
197,4725,2915
197,4726,2690
197,4727,2339
197,4728,2002
198,4729,1857
198,4730,1808
198,4731,1811
198,4732,1859
198,4733,2011
198,4734,2235
198,4735,2437
198,4736,2717
198,4737,2965
198,4738,3142
198,4739,3236
198,4740,3367
198,4741,3417
198,4742,3429
198,4743,3420
198,4744,3386
198,4745,3323
198,4746,3160
198,4747,3088
198,4748,2974
198,4749,2937
198,4750,2745
198,4751,2435
198,4752,2176
199,4753,2023
199,4754,1900
199,4755,1839
199,4756,1862
199,4757,1986
199,4758,2185
199,4759,2386
199,4760,2705
199,4761,3062
199,4762,3369
199,4763,3591
199,4764,3530
199,4765,3393
199,4766,3454
199,4767,3471
199,4768,3468
199,4769,3452
199,4770,3392
199,4771,3296
199,4772,3185
199,4773,3136
199,4774,2936
199,4775,2611
199,4776,2331
200,4777,2195
200,4778,2052
200,4779,1953
200,4780,1963
200,4781,2080
200,4782,2234
200,4783,2464
200,4784,2822
200,4785,3214
200,4786,3558
200,4787,3803
200,4788,3772
200,4789,3659
200,4790,3739
200,4791,3795
200,4792,3817
200,4793,3806
200,4794,3739
200,4795,3633
200,4796,3457
200,4797,3359
200,4798,3125
200,4799,2786
200,4800,2497
201,4801,2341
201,4802,2176
201,4803,2053
201,4804,2040
201,4805,2165
201,4806,2356
201,4807,2564
201,4808,2908
201,4809,3310
201,4810,3670
201,4811,3945
201,4812,3923
201,4813,3819
201,4814,3904
201,4815,3969
201,4816,3995
201,4817,3988
201,4818,3917
201,4819,3795
201,4820,3597
201,4821,3437
201,4822,3178
201,4823,2831
201,4824,2544
202,4825,2336
202,4826,2171
202,4827,2075
202,4828,2062
202,4829,2134
202,4830,2268
202,4831,2387
202,4832,2695
202,4833,3070
202,4834,3450
202,4835,3750
202,4836,3760
202,4837,3694
202,4838,3760
202,4839,3822
202,4840,3867
202,4841,3880
202,4842,3829
202,4843,3717
202,4844,3537
202,4845,3398
202,4846,3152
202,4847,2822
202,4848,2544
203,4849,2367
203,4850,2197
203,4851,2073
203,4852,2053
203,4853,2117
203,4854,2224
203,4855,2307
203,4856,2573
203,4857,2959
203,4858,3342
203,4859,3586
203,4860,3602
203,4861,3544
203,4862,3640
203,4863,3715
203,4864,3732
203,4865,3781
203,4866,3802
203,4867,3654
203,4868,3483
203,4869,3352
203,4870,3088
203,4871,2701
203,4872,2352
204,4873,2114
204,4874,1996
204,4875,2001
204,4876,2044
204,4877,2218
204,4878,2409
204,4879,2677
204,4880,2974
204,4881,3281
204,4882,3543
204,4883,3709
204,4884,3940
204,4885,4043
204,4886,4101
204,4887,4100
204,4888,4084
204,4889,4016
204,4890,3883
204,4891,3713
204,4892,3555
204,4893,3415
204,4894,3127
204,4895,2754
204,4896,2435
205,4897,2238
205,4898,2109
205,4899,2093
205,4900,2165
205,4901,2301
205,4902,2499
205,4903,2652
205,4904,2914
205,4905,3190
205,4906,3401
205,4907,3529
205,4908,3738
205,4909,3839
205,4910,3891
205,4911,3939
205,4912,3930
205,4913,3887
205,4914,3708
205,4915,3574
205,4916,3400
205,4917,3300
205,4918,3082
205,4919,2753
205,4920,2466
206,4921,2280
206,4922,2101
206,4923,1982
206,4924,2002
206,4925,2122
206,4926,2301
206,4927,2488
206,4928,2810
206,4929,3178
206,4930,3469
206,4931,3706
206,4932,3662
206,4933,3543
206,4934,3618
206,4935,3650
206,4936,3667
206,4937,3668
206,4938,3604
206,4939,3487
206,4940,3324
206,4941,3212
206,4942,2962
206,4943,2600
206,4944,2318
207,4945,2182
207,4946,2085
207,4947,1986
207,4948,1986
207,4949,2119
207,4950,2285
207,4951,2504
207,4952,2801
207,4953,3154
207,4954,3449
207,4955,3673
207,4956,3623
207,4957,3489
207,4958,3530
207,4959,3564
207,4960,3586
207,4961,3595
207,4962,3518
207,4963,3411
207,4964,3258
207,4965,3169
207,4966,2911
207,4967,2582
207,4968,2316
208,4969,2175
208,4970,2033
208,4971,1941
208,4972,1975
208,4973,2089
208,4974,2264
208,4975,2436
208,4976,2749
208,4977,3113
208,4978,3414
208,4979,3646
208,4980,3585
208,4981,3432
208,4982,3464
208,4983,3488
208,4984,3500
208,4985,3507
208,4986,3438
208,4987,3339
208,4988,3182
208,4989,3094
208,4990,2865
208,4991,2565
208,4992,2316
209,4993,2160
209,4994,2015
209,4995,1936
209,4996,1941
209,4997,2026
209,4998,2159
209,4999,2267
209,5000,2514
209,5001,2842
209,5002,3160
209,5003,3389
209,5004,3343
209,5005,3218
209,5006,3251
209,5007,3286
209,5008,3323
209,5009,3352
209,5010,3333
209,5011,3264
209,5012,3132
209,5013,3052
209,5014,2811
209,5015,2534
209,5016,2317
210,5017,2164
210,5018,2022
210,5019,1932
210,5020,1921
210,5021,2002
210,5022,2121
210,5023,2215
210,5024,2457
210,5025,2737
210,5026,3034
210,5027,3259
210,5028,3234
210,5029,3134
210,5030,3209
210,5031,3276
210,5032,3332
210,5033,3387
210,5034,3422
210,5035,3324
210,5036,3206
210,5037,3131
210,5038,2886
210,5039,2547
210,5040,2272
211,5041,2076
211,5042,1981
211,5043,1974
211,5044,2025
211,5045,2169
211,5046,2417
211,5047,2598
211,5048,2891
211,5049,3168
211,5050,3391
211,5051,3539
211,5052,3756
211,5053,3886
211,5054,3961
211,5055,3995
211,5056,3960
211,5057,3841
211,5058,3674
211,5059,3515
211,5060,3386
211,5061,3280
211,5062,3020
211,5063,2642
211,5064,2292
212,5065,2079
212,5066,1985
212,5067,1963
212,5068,1989
212,5069,2121
212,5070,2369
212,5071,2591
212,5072,2894
212,5073,3168
212,5074,3388
212,5075,3515
212,5076,3698
212,5077,3800
212,5078,3831
212,5079,3850
212,5080,3836
212,5081,3781
212,5082,3616
212,5083,3501
212,5084,3362
212,5085,3285
212,5086,3000
212,5087,2661
212,5088,2359
213,5089,2185
213,5090,2044
213,5091,1950
213,5092,1990
213,5093,2122
213,5094,2329
213,5095,2527
213,5096,2870
213,5097,3255
213,5098,3584
213,5099,3819
213,5100,3793
213,5101,3672
213,5102,3752
213,5103,3831
213,5104,3861
213,5105,3869
213,5106,3781
213,5107,3665
213,5108,3504
213,5109,3389
213,5110,3106
213,5111,2730
213,5112,2427
214,5113,2273
214,5114,2122
214,5115,2010
214,5116,2015
214,5117,2139
214,5118,2324
214,5119,2544
214,5120,2886
214,5121,3281
214,5122,3617
214,5123,3882
214,5124,3876
214,5125,3772
214,5126,3870
214,5127,3952
214,5128,3987
214,5129,3971
214,5130,3890
214,5131,3754
214,5132,3582
214,5133,3512
214,5134,3280
214,5135,2956
214,5136,2665
215,5137,2380
215,5138,2134
215,5139,2045
215,5140,2057
215,5141,2202
215,5142,2415
215,5143,2633
215,5144,2913
215,5145,3266
215,5146,3581
215,5147,3822
215,5148,3794
215,5149,3674
215,5150,3728
215,5151,3783
215,5152,3774
215,5153,3747
215,5154,3659
215,5155,3511
215,5156,3361
215,5157,3309
215,5158,3063
215,5159,2769
215,5160,2539
216,5161,2406
216,5162,2282
216,5163,2171
216,5164,2127
216,5165,2197
216,5166,2308
216,5167,2410
216,5168,2623
216,5169,2944
216,5170,3258
216,5171,3487
216,5172,3447
216,5173,3341
216,5174,3352
216,5175,3391
216,5176,3402
216,5177,3393
216,5178,3325
216,5179,3240
216,5180,3125
216,5181,3079
216,5182,2866
216,5183,2574
216,5184,2323
217,5185,2178
217,5186,2029
217,5187,1934
217,5188,1930
217,5189,2013
217,5190,2137
217,5191,2250
217,5192,2480
217,5193,2791
217,5194,3119
217,5195,3386
217,5196,3358
217,5197,3265
217,5198,3344
217,5199,3415
217,5200,3468
217,5201,3529
217,5202,3566
217,5203,3446
217,5204,3321
217,5205,3233
217,5206,2949
217,5207,2583
217,5208,2246
218,5209,2033
218,5210,1920
218,5211,1928
218,5212,1977
218,5213,2116
218,5214,2350
218,5215,2590
218,5216,2923
218,5217,3249
218,5218,3517
218,5219,3708
218,5220,3962
218,5221,4112
218,5222,4215
218,5223,4295
218,5224,4323
218,5225,4283
218,5226,4156
218,5227,3996
218,5228,3823
218,5229,3700
218,5230,3354
218,5231,2909
218,5232,2536
219,5233,2284
219,5234,2188
219,5235,2123
219,5236,2138
219,5237,2275
219,5238,2517
219,5239,2761
219,5240,3104
219,5241,3413
219,5242,3681
219,5243,3883
219,5244,4159
219,5245,4312
219,5246,4429
219,5247,4496
219,5248,4498
219,5249,4417
219,5250,4219
219,5251,4067
219,5252,3897
219,5253,3789
219,5254,3451
219,5255,3033
219,5256,2700
220,5257,2474
220,5258,2295
220,5259,2181
220,5260,2183
220,5261,2285
220,5262,2502
220,5263,2729
220,5264,3096
220,5265,3522
220,5266,3895
220,5267,4188
220,5268,4210
220,5269,4159
220,5270,4291
220,5271,4391
220,5272,4437
220,5273,4440
220,5274,4336
220,5275,4188
220,5276,3976
220,5277,3836
220,5278,3478
220,5279,3080
220,5280,2751
221,5281,2540
221,5282,2365
221,5283,2243
221,5284,2237
221,5285,2355
221,5286,2572
221,5287,2793
221,5288,3106
221,5289,3518
221,5290,3922
221,5291,4257
221,5292,4296
221,5293,4261
221,5294,4380
221,5295,4436
221,5296,4435
221,5297,4414
221,5298,4317
221,5299,4183
221,5300,3998
221,5301,3869
221,5302,3535
221,5303,3130
221,5304,2791
222,5305,2589
222,5306,2402
222,5307,2273
222,5308,2254
222,5309,2360
222,5310,2571
222,5311,2788
222,5312,3132
222,5313,3593
222,5314,3984
222,5315,4325
222,5316,4354
222,5317,4298
222,5318,4406
222,5319,4473
222,5320,4496
222,5321,4487
222,5322,4377
222,5323,4231
222,5324,4029
222,5325,3892
222,5326,3544
222,5327,3159
222,5328,2841
223,5329,2594
223,5330,2420
223,5331,2301
223,5332,2265
223,5333,2322
223,5334,2456
223,5335,2593
223,5336,2867
223,5337,3253
223,5338,3637
223,5339,3986
223,5340,4040
223,5341,4027
223,5342,4122
223,5343,4213
223,5344,4223
223,5345,4204
223,5346,4093
223,5347,3953
223,5348,3794
223,5349,3673
223,5350,3360
223,5351,3023
223,5352,2744
224,5353,2572
224,5354,2380
224,5355,2267
224,5356,2249
224,5357,2309
224,5358,2418
224,5359,2493
224,5360,2755
224,5361,3157
224,5362,3535
224,5363,3860
224,5364,3921
224,5365,3905
224,5366,4025
