ρ,day,hour,iteration,imbalance_MW,imbalance_up_MW,imbalance_down_MW
0.4,7,156,demand_16,19.984821999999895,19.984821999999895,-0.0
0.4,7,157,demand_16,-71.60561099999995,0.0,71.60561099999995
0.4,7,158,demand_16,34.36018100000001,34.36018100000001,-0.0
0.4,7,159,demand_16,117.97388899999987,117.97388899999987,-0.0
0.4,7,160,demand_16,187.02079407500014,187.02079407500014,-0.0
0.4,7,161,demand_16,124.6473860000001,124.6473860000001,-0.0
0.4,7,162,demand_16,85.70812500000011,85.70812500000011,-0.0
0.4,7,163,demand_16,88.91388999999981,88.91388999999981,-0.0
0.4,7,164,demand_16,230.14097495000033,230.14097495000033,-0.0
0.4,7,165,demand_16,-65.29169000000002,0.0,65.29169000000002
0.4,7,166,demand_16,34.38667699999996,34.38667699999996,-0.0
0.4,7,167,demand_16,-44.62669600000004,0.0,44.62669600000004
0.4,7,168,demand_16,42.4994200000001,42.4994200000001,-0.0
0.5,7,145,demand_16,84.13384100000007,84.13384100000007,-0.0
0.5,7,146,demand_16,31.634632999999894,31.634632999999894,-0.0
0.5,7,147,demand_16,-5.076416000000108,0.0,5.076416000000108
0.5,7,148,demand_16,-66.92010299999993,0.0,66.92010299999993
0.5,7,149,demand_16,-16.29358400000001,0.0,16.29358400000001
0.5,7,150,demand_16,54.31352700000002,54.31352700000002,-0.0
0.5,7,151,demand_16,240.87788499999988,240.87788499999988,-0.0
0.5,7,152,demand_16,-10.358189999999922,0.0,10.358189999999922
0.5,7,153,demand_16,-57.1769119999999,0.0,57.1769119999999
0.5,7,154,demand_16,-110.29752099999996,0.0,110.29752099999996
0.5,7,155,demand_16,230.8593350000001,230.8593350000001,-0.0
0.5,7,156,demand_16,43.14549299999999,43.14549299999999,-0.0
0.5,7,157,demand_16,212.26843199999985,212.26843199999985,-0.0
0.5,7,158,demand_16,282.2064036500001,282.2064036500001,-0.0
0.5,7,159,demand_16,219.18995300000006,219.18995300000006,-0.0
0.5,7,160,demand_16,-93.82960099999991,0.0,93.82960099999991
0.5,7,161,demand_16,-24.65707199999997,0.0,24.65707199999997
0.5,7,162,demand_16,72.7591809999999,72.7591809999999,-0.0
0.5,7,163,demand_16,224.6211800000001,224.6211800000001,-0.0
0.5,7,164,demand_16,117.89190199999985,117.89190199999985,-0.0
0.5,7,165,demand_16,155.37462499999992,155.37462499999992,-0.0
0.5,7,166,demand_16,-78.39960100000008,0.0,78.39960100000008
0.5,7,167,demand_16,11.264591999999993,11.264591999999993,-0.0
0.5,7,168,demand_16,-110.4027329999999,0.0,110.4027329999999
0.6,7,145,demand_16,-73.79659500000002,0.0,73.79659500000002
0.6,7,146,demand_16,-116.39952900000003,0.0,116.39952900000003
0.6,7,147,demand_16,8.42891899999995,8.42891899999995,-0.0
0.6,7,148,demand_16,-39.25669999999991,0.0,39.25669999999991
0.6,7,149,demand_16,-69.13334400000008,0.0,69.13334400000008
0.6,7,150,demand_16,-75.60863300000005,0.0,75.60863300000005
0.6,7,151,demand_16,-172.63109524999982,0.0,172.63109524999982
0.6,7,152,demand_16,-205.6281365499999,0.0,205.6281365499999
0.6,7,153,demand_16,-172.11544700000013,0.0,172.11544700000013
0.6,7,154,demand_16,-150.53296899999987,0.0,150.53296899999987
0.6,7,155,demand_16,-111.15366200000017,0.0,111.15366200000017
0.6,7,156,demand_16,1.8321099999998296,1.8321099999998296,-0.0
0.6,7,157,demand_16,148.96101499999986,148.96101499999986,-0.0
0.6,7,158,demand_16,-12.486233999999968,0.0,12.486233999999968
0.6,7,159,demand_16,23.002900999999838,23.002900999999838,-0.0
0.6,7,160,demand_16,3.60899500000005,3.60899500000005,-0.0
0.6,7,161,demand_16,76.81812099999979,76.81812099999979,-0.0
0.6,7,162,demand_16,83.29112399999985,83.29112399999985,-0.0
0.6,7,163,demand_16,122.11231499999985,122.11231499999985,-0.0
0.6,7,164,demand_16,-10.453019999999924,0.0,10.453019999999924
0.6,7,165,demand_16,59.19355399999995,59.19355399999995,-0.0
0.6,7,166,demand_16,149.45260899999994,149.45260899999994,-0.0
0.6,7,167,demand_16,119.49193100000002,119.49193100000002,-0.0
0.6,7,168,demand_16,61.05447400000003,61.05447400000003,-0.0
0.7,7,145,demand_16,-25.77567799999997,0.0,25.77567799999997
0.7,7,146,demand_16,-61.01743499999998,0.0,61.01743499999998
0.7,7,147,demand_16,-9.823726000000079,0.0,9.823726000000079
0.7,7,148,demand_16,-69.6631010000001,0.0,69.6631010000001
0.7,7,149,demand_16,-131.52858500000002,0.0,131.52858500000002
0.7,7,150,demand_16,-104.07768499999997,0.0,104.07768499999997
0.7,7,151,demand_16,-12.319067999999788,0.0,12.319067999999788
0.7,7,152,demand_16,29.23111800000015,29.23111800000015,-0.0
0.7,7,153,demand_16,130.56073100000003,130.56073100000003,-0.0
0.7,7,154,demand_16,-17.08248700000013,0.0,17.08248700000013
0.7,7,155,demand_16,-138.71365000000014,0.0,138.71365000000014
0.7,7,156,demand_16,-39.87695699999995,0.0,39.87695699999995
0.7,7,157,demand_16,-148.77749799999992,0.0,148.77749799999992
0.7,7,158,demand_16,-107.59345699999994,0.0,107.59345699999994
0.7,7,159,demand_16,-97.72453499999983,0.0,97.72453499999983
0.7,7,160,demand_16,-65.18153299999994,0.0,65.18153299999994
0.7,7,161,demand_16,-29.218347999999878,0.0,29.218347999999878
0.7,7,162,demand_16,-91.1899870000002,0.0,91.1899870000002
0.7,7,163,demand_16,-53.191331999999875,0.0,53.191331999999875
0.7,7,164,demand_16,157.96705199999997,157.96705199999997,-0.0
0.7,7,165,demand_16,-45.70477200000005,0.0,45.70477200000005
0.7,7,166,demand_16,-86.50735900000018,0.0,86.50735900000018
0.7,7,167,demand_16,-29.092063999999937,0.0,29.092063999999937
0.7,7,168,demand_16,27.5122080000001,27.5122080000001,-0.0
0.8,7,145,demand_16,2.0990540000000237,2.0990540000000237,-0.0
0.8,7,146,demand_16,-57.186893000000055,0.0,57.186893000000055
0.8,7,147,demand_16,-56.38773500000002,0.0,56.38773500000002
0.8,7,148,demand_16,-12.187535999999909,0.0,12.187535999999909
0.8,7,149,demand_16,1.2523510000000897,1.2523510000000897,-0.0
0.8,7,150,demand_16,27.83070500000008,27.83070500000008,-0.0
0.8,7,151,demand_16,-27.52963600000021,0.0,27.52963600000021
0.8,7,152,demand_16,19.984375999999884,19.984375999999884,-0.0
0.8,7,153,demand_16,113.54477300000008,113.54477300000008,-0.0
0.8,7,154,demand_16,126.30478799999992,126.30478799999992,-0.0
0.8,7,155,demand_16,111.71435100000008,111.71435100000008,-0.0
0.8,7,156,demand_16,98.49431000000004,98.49431000000004,-0.0
0.8,7,157,demand_16,141.54797999999982,141.54797999999982,-0.0
0.8,7,158,demand_16,-3.0870230000000447,0.0,3.0870230000000447
0.8,7,159,demand_16,60.33959499999992,60.33959499999992,-0.0
0.8,7,160,demand_16,-24.940051999999923,0.0,24.940051999999923
0.8,7,161,demand_16,26.618675000000167,26.618675000000167,-0.0
0.8,7,162,demand_16,146.66974100000016,146.66974100000016,-0.0
0.8,7,163,demand_16,104.6515330000002,104.6515330000002,-0.0
0.8,7,164,demand_16,74.72085000000015,74.72085000000015,-0.0
0.8,7,165,demand_16,124.92686599999979,124.92686599999979,-0.0
0.8,7,166,demand_16,125.64122799999996,125.64122799999996,-0.0
0.8,7,167,demand_16,27.61902400000008,27.61902400000008,-0.0
0.8,7,168,demand_16,45.70336199999997,45.70336199999997,-0.0
0.9,7,145,demand_16,0.27088899999989735,0.27088899999989735,-0.0
0.9,7,146,demand_16,-15.584933999999976,0.0,15.584933999999976
0.9,7,147,demand_16,27.87424699999997,27.87424699999997,-0.0
0.9,7,148,demand_16,72.39904499999989,72.39904499999989,-0.0
0.9,7,149,demand_16,64.31023800000003,64.31023800000003,-0.0
0.9,7,150,demand_16,84.01483800000005,84.01483800000005,-0.0
0.9,7,151,demand_16,88.63540300000022,88.63540300000022,-0.0
0.9,7,152,demand_16,115.29621899999984,115.29621899999984,-0.0
0.9,7,153,demand_16,49.04263399999991,49.04263399999991,-0.0
0.9,7,154,demand_16,8.931089000000156,8.931089000000156,-0.0
0.9,7,155,demand_16,-44.52946599999996,0.0,44.52946599999996
0.9,7,156,demand_16,-192.06645500000013,0.0,192.06645500000013
0.9,7,157,demand_16,-198.20770300000004,0.0,198.20770300000004
0.9,7,158,demand_16,-223.71480199999996,0.0,223.71480199999996
0.9,7,159,demand_16,-170.04044199999998,0.0,170.04044199999998
0.9,7,160,demand_16,-147.88150100000007,0.0,147.88150100000007
0.9,7,161,demand_16,-128.20462399999997,0.0,128.20462399999997
0.9,7,162,demand_16,-94.77455999999984,0.0,94.77455999999984
0.9,7,163,demand_16,-37.48601000000008,0.0,37.48601000000008
0.9,7,164,demand_16,-89.59064799999987,0.0,89.59064799999987
0.9,7,165,demand_16,-123.51337199999989,0.0,123.51337199999989
0.9,7,166,demand_16,-136.0796150000001,0.0,136.0796150000001
0.9,7,167,demand_16,-205.8069660000001,0.0,205.8069660000001
0.9,7,168,demand_16,-161.42569200000003,0.0,161.42569200000003
0.99,7,145,demand_16,-30.609171999999944,0.0,30.609171999999944
0.99,7,146,demand_16,-37.040778000000046,0.0,37.040778000000046
0.99,7,147,demand_16,-43.36680999999999,0.0,43.36680999999999
0.99,7,148,demand_16,-45.04177800000002,0.0,45.04177800000002
0.99,7,149,demand_16,-31.43328900000006,0.0,31.43328900000006
0.99,7,150,demand_16,-42.759510999999975,0.0,42.759510999999975
0.99,7,151,demand_16,-22.997306000000208,0.0,22.997306000000208
0.99,7,152,demand_16,-25.91853399999991,0.0,25.91853399999991
0.99,7,153,demand_16,-32.08648600000015,0.0,32.08648600000015
0.99,7,154,demand_16,-39.14202699999987,0.0,39.14202699999987
0.99,7,155,demand_16,-28.744998000000123,0.0,28.744998000000123
0.99,7,156,demand_16,-47.953265999999985,0.0,47.953265999999985
0.99,7,157,demand_16,-58.41158600000017,0.0,58.41158600000017
0.99,7,158,demand_16,-59.919798999999784,0.0,59.919798999999784
0.99,7,159,demand_16,-70.99899000000005,0.0,70.99899000000005
0.99,7,160,demand_16,-42.349553000000014,0.0,42.349553000000014
0.99,7,161,demand_16,-54.90571499999987,0.0,54.90571499999987
0.99,7,162,demand_16,-22.540004999999837,0.0,22.540004999999837
0.99,7,163,demand_16,-33.81469299999981,0.0,33.81469299999981
0.99,7,164,demand_16,-19.88539899999978,0.0,19.88539899999978
0.99,7,165,demand_16,-21.258777999999893,0.0,21.258777999999893
0.99,7,166,demand_16,-4.293757999999798,0.0,4.293757999999798
0.99,7,167,demand_16,-24.508047000000033,0.0,24.508047000000033
0.99,7,168,demand_16,-34.46151800000007,0.0,34.46151800000007
0.0,7,145,demand_17,-37.73428399999989,0.0,37.73428399999989
0.0,7,146,demand_17,-12.868294000000105,0.0,12.868294000000105
0.0,7,147,demand_17,-36.89880999999991,0.0,36.89880999999991
0.0,7,148,demand_17,-150.53740500000004,0.0,150.53740500000004
0.0,7,149,demand_17,-30.423150000000078,0.0,30.423150000000078
0.0,7,150,demand_17,-200.19873499999994,0.0,200.19873499999994
0.0,7,151,demand_17,-44.05335699999978,0.0,44.05335699999978
0.0,7,152,demand_17,-28.90105399999993,0.0,28.90105399999993
0.0,7,153,demand_17,-57.69538700000021,0.0,57.69538700000021
0.0,7,154,demand_17,-35.7856969999998,0.0,35.7856969999998
0.0,7,155,demand_17,-85.62049800000023,0.0,85.62049800000023
0.0,7,156,demand_17,161.17477599999984,161.17477599999984,-0.0
0.0,7,157,demand_17,-109.83515799999986,0.0,109.83515799999986
0.0,7,158,demand_17,29.51696899999979,29.51696899999979,-0.0
0.0,7,159,demand_17,96.5938000000001,96.5938000000001,-0.0
0.0,7,160,demand_17,-167.9646909999999,0.0,167.9646909999999
0.0,7,161,demand_17,-40.18597399999999,0.0,40.18597399999999
0.0,7,162,demand_17,95.08459300000004,95.08459300000004,-0.0
0.0,7,163,demand_17,51.91899199999989,51.91899199999989,-0.0
0.0,7,164,demand_17,7.180789999999888,7.180789999999888,-0.0
0.0,7,165,demand_17,-1.6686070000000655,0.0,1.6686070000000655
0.0,7,166,demand_17,67.0071240000002,67.0071240000002,-0.0
0.0,7,167,demand_17,37.64212500000008,37.64212500000008,-0.0
0.0,7,168,demand_17,119.66055000000006,119.66055000000006,-0.0
0.1,7,145,demand_17,-54.65277500000002,0.0,54.65277500000002
0.1,7,146,demand_17,-138.2723759999999,0.0,138.2723759999999
0.1,7,147,demand_17,40.47477099999992,40.47477099999992,-0.0
0.1,7,148,demand_17,-95.87548300000003,0.0,95.87548300000003
0.1,7,149,demand_17,-18.62804600000004,0.0,18.62804600000004
0.1,7,150,demand_17,87.29753299999993,87.29753299999993,-0.0
0.1,7,151,demand_17,29.832261000000017,29.832261000000017,-0.0
0.1,7,152,demand_17,-178.06410452499995,0.0,178.06410452499995
0.1,7,153,demand_17,-117.43074399999978,0.0,117.43074399999978
0.1,7,154,demand_17,94.28335000000015,94.28335000000015,-0.0
0.1,7,155,demand_17,-8.171762999999828,0.0,8.171762999999828
0.1,7,156,demand_17,-247.93651799999998,0.0,247.93651799999998
0.1,7,157,demand_17,-205.10871064999992,0.0,205.10871064999992
0.1,7,158,demand_17,96.78523200000018,96.78523200000018,-0.0
0.1,7,159,demand_17,-81.60710999999992,0.0,81.60710999999992
0.1,7,160,demand_17,-2.5959459999999126,0.0,2.5959459999999126
0.1,7,161,demand_17,-39.100684,0.0,39.100684
0.1,7,162,demand_17,-135.91901899999993,0.0,135.91901899999993
0.1,7,163,demand_17,119.46075900000005,119.46075900000005,-0.0
0.1,7,164,demand_17,173.47563695000008,173.47563695000008,-0.0
0.1,7,165,demand_17,-54.40455900000006,0.0,54.40455900000006
0.1,7,166,demand_17,-35.41604700000016,0.0,35.41604700000016
0.1,7,167,demand_17,-6.4653189999999086,0.0,6.4653189999999086
0.1,7,168,demand_17,-27.271539000000075,0.0,27.271539000000075
0.2,7,145,demand_17,75.02416900000003,75.02416900000003,-0.0
0.2,7,146,demand_17,-89.4040950000001,0.0,89.4040950000001
0.2,7,147,demand_17,-60.50419299999999,0.0,60.50419299999999
0.2,7,148,demand_17,-10.340146999999888,0.0,10.340146999999888
0.2,7,149,demand_17,53.00547899999992,53.00547899999992,-0.0
0.2,7,150,demand_17,-2.234216999999944,0.0,2.234216999999944
0.2,7,151,demand_17,-248.2274809999999,0.0,248.2274809999999
0.2,7,152,demand_17,-260.1442360000001,0.0,260.1442360000001
0.2,7,153,demand_17,-232.7815029999997,0.0,232.7815029999997
0.2,7,154,demand_17,-158.1822229999998,0.0,158.1822229999998
0.2,7,155,demand_17,-177.27233399999977,0.0,177.27233399999977
0.2,7,156,demand_17,47.49177499999996,47.49177499999996,-0.0
0.2,7,157,demand_17,-151.8942820000002,0.0,151.8942820000002
0.2,7,158,demand_17,116.5606029999999,116.5606029999999,-0.0
0.2,7,159,demand_17,-186.26668100000006,0.0,186.26668100000006
0.2,7,160,demand_17,45.86711100000002,45.86711100000002,-0.0
0.2,7,161,demand_17,-191.41810499999997,0.0,191.41810499999997
0.2,7,162,demand_17,-75.02445100000023,0.0,75.02445100000023
0.2,7,163,demand_17,106.63635299999987,106.63635299999987,-0.0
0.2,7,164,demand_17,-130.1759830000001,0.0,130.1759830000001
0.2,7,165,demand_17,42.513184999999794,42.513184999999794,-0.0
0.2,7,166,demand_17,10.114552000000003,10.114552000000003,-0.0
0.2,7,167,demand_17,-26.738160000000107,0.0,26.738160000000107
0.2,7,168,demand_17,-30.891781000000037,0.0,30.891781000000037
0.3,7,145,demand_17,70.7309049999999,70.7309049999999,-0.0
0.3,7,146,demand_17,-97.31593799999996,0.0,97.31593799999996
0.3,7,147,demand_17,-116.66796382500002,0.0,116.66796382500002
0.3,7,148,demand_17,-74.7551390000001,0.0,74.7551390000001
0.3,7,149,demand_17,-32.723209,0.0,32.723209
0.3,7,150,demand_17,-65.29000900000005,0.0,65.29000900000005
0.3,7,151,demand_17,-89.28047400000014,0.0,89.28047400000014
0.3,7,152,demand_17,-2.9505189999999857,0.0,2.9505189999999857
0.3,7,153,demand_17,118.84475900000007,118.84475900000007,-0.0
0.3,7,154,demand_17,94.26802300000008,94.26802300000008,-0.0
0.3,7,155,demand_17,-93.94276200000013,0.0,93.94276200000013
0.3,7,156,demand_17,-66.64377100000002,0.0,66.64377100000002
0.3,7,157,demand_17,-171.88177300000007,0.0,171.88177300000007
0.3,7,158,demand_17,-6.3607929999998305,0.0,6.3607929999998305
0.3,7,159,demand_17,94.00553799999989,94.00553799999989,-0.0
0.3,7,160,demand_17,-35.93638099999998,0.0,35.93638099999998
0.3,7,161,demand_17,-76.05209100000002,0.0,76.05209100000002
0.3,7,162,demand_17,-56.255305000000135,0.0,56.255305000000135
0.3,7,163,demand_17,-97.47888400000011,0.0,97.47888400000011
0.3,7,164,demand_17,-96.34849399999985,0.0,96.34849399999985
0.3,7,165,demand_17,36.47334799999999,36.47334799999999,-0.0
0.3,7,166,demand_17,135.35473899999988,135.35473899999988,-0.0
0.3,7,167,demand_17,-63.01814800000011,0.0,63.01814800000011
0.3,7,168,demand_17,53.62244200000009,53.62244200000009,-0.0
0.4,7,145,demand_17,151.1924140000001,151.1924140000001,-0.0
0.4,7,146,demand_17,1.6412769999999455,1.6412769999999455,-0.0
0.4,7,147,demand_17,92.27676999999994,92.27676999999994,-0.0
0.4,7,148,demand_17,41.522829,41.522829,-0.0
0.4,7,149,demand_17,58.99912799999993,58.99912799999993,-0.0
0.4,7,150,demand_17,-137.3908489999999,0.0,137.3908489999999
0.4,7,151,demand_17,-80.0687640000001,0.0,80.0687640000001
0.4,7,152,demand_17,-39.53031400000009,0.0,39.53031400000009
0.4,7,153,demand_17,65.97319100000004,65.97319100000004,-0.0
0.4,7,154,demand_17,24.013170000000173,24.013170000000173,-0.0
0.4,7,155,demand_17,144.536748,144.536748,-0.0
0.4,7,156,demand_17,111.59208699999999,111.59208699999999,-0.0
0.4,7,157,demand_17,212.16116999999986,212.16116999999986,-0.0
0.4,7,158,demand_17,127.62846200000013,127.62846200000013,-0.0
0.4,7,159,demand_17,237.31739962500023,237.31739962500023,-0.0
0.4,7,160,demand_17,18.85578200000009,18.85578200000009,-0.0
0.4,7,161,demand_17,48.05321700000013,48.05321700000013,-0.0
0.4,7,162,demand_17,194.5887130000001,194.5887130000001,-0.0
0.4,7,163,demand_17,-15.710270000000037,0.0,15.710270000000037
0.4,7,164,demand_17,-109.81131000000005,0.0,109.81131000000005
0.4,7,165,demand_17,-12.578237000000172,0.0,12.578237000000172
0.4,7,166,demand_17,20.33340700000008,20.33340700000008,-0.0
0.4,7,167,demand_17,-51.00770000000011,0.0,51.00770000000011
0.4,7,168,demand_17,109.65570099999991,109.65570099999991,-0.0
0.5,7,145,demand_17,-74.62999500000001,0.0,74.62999500000001
0.5,7,146,demand_17,-1.0905049999998937,0.0,1.0905049999998937
0.5,7,147,demand_17,20.767348000000084,20.767348000000084,-0.0
0.5,7,148,demand_17,76.43742500000008,76.43742500000008,-0.0
0.5,7,149,demand_17,58.325722999999925,58.325722999999925,-0.0
0.5,7,150,demand_17,35.98322499999995,35.98322499999995,-0.0
0.5,7,151,demand_17,102.56317600000011,102.56317600000011,-0.0
0.5,7,152,demand_17,154.14737999999988,154.14737999999988,-0.0
0.5,7,153,demand_17,240.7511072000002,240.7511072000002,-0.0
0.5,7,154,demand_17,68.00950300000022,68.00950300000022,-0.0
0.5,7,155,demand_17,-11.070769999999811,0.0,11.070769999999811
0.5,7,156,demand_17,50.41788499999984,50.41788499999984,-0.0
0.5,7,157,demand_17,10.652748999999858,10.652748999999858,-0.0
0.5,7,158,demand_17,-5.430269999999837,0.0,5.430269999999837
0.5,7,159,demand_17,40.42210299999988,40.42210299999988,-0.0
0.5,7,160,demand_17,-26.60033599999997,0.0,26.60033599999997
0.5,7,161,demand_17,11.11888399999998,11.11888399999998,-0.0
0.5,7,162,demand_17,88.877117,88.877117,-0.0
0.5,7,163,demand_17,-92.83764800000017,0.0,92.83764800000017
0.5,7,164,demand_17,-16.386355999999978,0.0,16.386355999999978
0.5,7,165,demand_17,-39.72822899999983,0.0,39.72822899999983
0.5,7,166,demand_17,-53.66763399999991,0.0,53.66763399999991
0.5,7,167,demand_17,9.257401999999956,9.257401999999956,-0.0
0.5,7,168,demand_17,68.77302200000008,68.77302200000008,-0.0
0.6,7,145,demand_17,10.284480999999914,10.284480999999914,-0.0
0.6,7,146,demand_17,110.31569800000011,110.31569800000011,-0.0
0.6,7,147,demand_17,45.46661599999993,45.46661599999993,-0.0
0.6,7,148,demand_17,70.88057600000002,70.88057600000002,-0.0
0.6,7,149,demand_17,163.57389899999998,163.57389899999998,-0.0
0.6,7,150,demand_17,120.65440600000011,120.65440600000011,-0.0
0.6,7,151,demand_17,-17.10806300000013,0.0,17.10806300000013
0.6,7,152,demand_17,-89.76907299999993,0.0,89.76907299999993
0.6,7,153,demand_17,-13.373411999999917,0.0,13.373411999999917
0.6,7,154,demand_17,103.09675400000015,103.09675400000015,-0.0
0.6,7,155,demand_17,45.146029,45.146029,-0.0
0.6,7,156,demand_17,-57.47332800000004,0.0,57.47332800000004
0.6,7,157,demand_17,66.46727800000008,66.46727800000008,-0.0
0.6,7,158,demand_17,127.6233870000001,127.6233870000001,-0.0
0.6,7,159,demand_17,-60.57391899999993,0.0,60.57391899999993
0.6,7,160,demand_17,-144.53871800000002,0.0,144.53871800000002
0.6,7,161,demand_17,-135.33381000000008,0.0,135.33381000000008
0.6,7,162,demand_17,-65.56294500000013,0.0,65.56294500000013
0.6,7,163,demand_17,-18.08615000000009,0.0,18.08615000000009
0.6,7,164,demand_17,109.26246399999991,109.26246399999991,-0.0
0.6,7,165,demand_17,240.0955531250006,240.0955531250006,-0.0
0.6,7,166,demand_17,223.36608024999987,223.36608024999987,-0.0
0.6,7,167,demand_17,126.6835410000001,126.6835410000001,-0.0
0.6,7,168,demand_17,-54.69234200000005,0.0,54.69234200000005
0.7,7,145,demand_17,93.325466,93.325466,-0.0
0.7,7,146,demand_17,129.12468167499992,129.12468167499992,-0.0
0.7,7,147,demand_17,159.45617242499998,159.45617242499998,-0.0
0.7,7,148,demand_17,162.01655647500024,162.01655647500024,-0.0
0.7,7,149,demand_17,188.8125434750002,188.8125434750002,-0.0
0.7,7,150,demand_17,207.96735122500013,207.96735122500013,-0.0
0.7,7,151,demand_17,149.4976160000001,149.4976160000001,-0.0
0.7,7,152,demand_17,201.2799314250001,201.2799314250001,-0.0
0.7,7,153,demand_17,131.7192960000002,131.7192960000002,-0.0
0.7,7,154,demand_17,24.76976599999989,24.76976599999989,-0.0
0.7,7,155,demand_17,41.900388999999905,41.900388999999905,-0.0
0.7,7,156,demand_17,-43.87074699999994,0.0,43.87074699999994
0.7,7,157,demand_17,-67.07228299999997,0.0,67.07228299999997
0.7,7,158,demand_17,1.6230709999999817,1.6230709999999817,-0.0
0.7,7,159,demand_17,45.998965000000226,45.998965000000226,-0.0
0.7,7,160,demand_17,62.40034800000012,62.40034800000012,-0.0
0.7,7,161,demand_17,108.37416900000017,108.37416900000017,-0.0
0.7,7,162,demand_17,107.18938100000014,107.18938100000014,-0.0
0.7,7,163,demand_17,-17.55354299999999,0.0,17.55354299999999
0.7,7,164,demand_17,-29.972533999999996,0.0,29.972533999999996
0.7,7,165,demand_17,90.09016100000008,90.09016100000008,-0.0
0.7,7,166,demand_17,65.91749299999992,65.91749299999992,-0.0
0.7,7,167,demand_17,49.111585000000105,49.111585000000105,-0.0
0.7,7,168,demand_17,-37.968615,0.0,37.968615
0.8,7,145,demand_17,64.65832799999998,64.65832799999998,-0.0
0.8,7,146,demand_17,93.71221100000002,93.71221100000002,-0.0
0.8,7,147,demand_17,119.13740445000008,119.13740445000008,-0.0
0.8,7,148,demand_17,148.30875627500018,148.30875627500018,-0.0
0.8,7,149,demand_17,152.24022977500022,152.24022977500022,-0.0
0.8,7,150,demand_17,88.8899120000001,88.8899120000001,-0.0
0.8,7,151,demand_17,180.14413100000002,180.14413100000002,-0.0
0.8,7,152,demand_17,198.21774400000004,198.21774400000004,-0.0
0.8,7,153,demand_17,139.03216299999985,139.03216299999985,-0.0
0.8,7,154,demand_17,100.75220600000011,100.75220600000011,-0.0
0.8,7,155,demand_17,68.9411970000001,68.9411970000001,-0.0
0.8,7,156,demand_17,81.15745900000002,81.15745900000002,-0.0
0.8,7,157,demand_17,137.4779840000001,137.4779840000001,-0.0
0.8,7,158,demand_17,231.78521472500051,231.78521472500051,-0.0
0.8,7,159,demand_17,199.03963599999997,199.03963599999997,-0.0
0.8,7,160,demand_17,96.3845580000002,96.3845580000002,-0.0
0.8,7,161,demand_17,64.07555199999979,64.07555199999979,-0.0
0.8,7,162,demand_17,99.75787799999989,99.75787799999989,-0.0
0.8,7,163,demand_17,1.8138890000000174,1.8138890000000174,-0.0
0.8,7,164,demand_17,-51.80691200000001,0.0,51.80691200000001
0.8,7,165,demand_17,-94.55341899999985,0.0,94.55341899999985
0.8,7,166,demand_17,-33.66809199999989,0.0,33.66809199999989
0.8,7,167,demand_17,47.394874999999956,47.394874999999956,-0.0
0.8,7,168,demand_17,52.12244400000009,52.12244400000009,-0.0
0.9,7,145,demand_17,-2.0894570000000385,0.0,2.0894570000000385
0.9,7,146,demand_17,7.33763799999997,7.33763799999997,-0.0
0.9,7,147,demand_17,-49.540482999999995,0.0,49.540482999999995
0.9,7,148,demand_17,-70.64289000000008,0.0,70.64289000000008
0.9,7,149,demand_17,-35.514842000000044,0.0,35.514842000000044
0.9,7,150,demand_17,-40.959430999999995,0.0,40.959430999999995
0.9,7,151,demand_17,38.94513700000016,38.94513700000016,-0.0
0.9,7,152,demand_17,24.18705799999998,24.18705799999998,-0.0
0.9,7,153,demand_17,74.47121500000003,74.47121500000003,-0.0
0.9,7,154,demand_17,-20.87966499999993,0.0,20.87966499999993
0.9,7,155,demand_17,10.992905000000064,10.992905000000064,-0.0
0.9,7,156,demand_17,-3.257321000000047,0.0,3.257321000000047
0.9,7,157,demand_17,50.341785999999956,50.341785999999956,-0.0
0.9,7,158,demand_17,7.741488000000118,7.741488000000118,-0.0
0.9,7,159,demand_17,-82.58498199999985,0.0,82.58498199999985
0.9,7,160,demand_17,-65.31819200000018,0.0,65.31819200000018
0.9,7,161,demand_17,-78.00586900000008,0.0,78.00586900000008
0.9,7,162,demand_17,-81.26780199999985,0.0,81.26780199999985
0.9,7,163,demand_17,0.7239779999999882,0.7239779999999882,-0.0
0.9,7,164,demand_17,53.55950399999983,53.55950399999983,-0.0
0.9,7,165,demand_17,23.01027000000022,23.01027000000022,-0.0
0.9,7,166,demand_17,39.72620300000017,39.72620300000017,-0.0
0.9,7,167,demand_17,0.3571360000000823,0.3571360000000823,-0.0
0.9,7,168,demand_17,5.901198999999906,5.901198999999906,-0.0
0.99,7,145,demand_17,36.16387099999997,36.16387099999997,-0.0
0.99,7,146,demand_17,27.645530000000008,27.645530000000008,-0.0
0.99,7,147,demand_17,32.71236399999998,32.71236399999998,-0.0
0.99,7,148,demand_17,45.24456600000008,45.24456600000008,-0.0
0.99,7,149,demand_17,50.97121199999992,50.97121199999992,-0.0
0.99,7,150,demand_17,41.27606700000001,41.27606700000001,-0.0
0.99,7,151,demand_17,51.10407500000019,51.10407500000019,-0.0
0.99,7,152,demand_17,58.1554329999999,58.1554329999999,-0.0
0.99,7,153,demand_17,58.71314399999983,58.71314399999983,-0.0
0.99,7,154,demand_17,101.62483500000008,101.62483500000008,-0.0
0.99,7,155,demand_17,130.2590799999998,130.2590799999998,-0.0
0.99,7,156,demand_17,124.1873700000001,124.1873700000001,-0.0
0.99,7,157,demand_17,90.50342499999988,90.50342499999988,-0.0
