day,iteration,ρ,cumsum_imbalance_MW,cumsum_imbalance_up_MW,cumsum_imbalance_down_MW,cumsum_reserve_up_MW,cumsum_reserve_down_MW,up,down,net_up
7,demand_11,0.1,-969.9362421299909,341.2444961997451,1311.180738329736,5064.573946693578,5131.369439455269,0.06737871730010528,0.25889260422108046,-0.16494345968762741
7,demand_11,0.2,-316.668729427834,962.9812906820414,1279.6500201098754,5285.19966886969,5230.853534244208,0.1822033889001563,0.24211952249356467,-0.024702798846083538
7,demand_11,0.3,-45.17046899391357,639.5741318444593,684.7446008383729,5164.557586221062,5143.371611822016,0.12383909389466981,0.13258533560846683,0.012629201995286384
7,demand_11,0.4,-1016.5932293817691,796.420778338779,1813.014007720548,5195.564583564959,5095.170106943769,0.15328859174575238,0.34895418554811625,-0.15441981619801437
7,demand_11,0.5,1375.6254973888592,1962.8292185653884,587.2037211765291,5063.750721046981,5031.448043678632,0.38762358707885874,0.11596220934333808,0.3146447533594103
7,demand_11,0.6,642.6215269527265,1620.8939364751584,978.2724095224319,5117.007536517126,5269.592317063222,0.3167659857656599,0.1911805684359593,0.16842473113202602
7,demand_11,0.7,638.2382261925738,941.2405856013909,303.00235940881703,5272.016121924724,5078.445394261878,0.17853522520294568,0.05747371639261907,0.14118420831329662
7,demand_11,0.8,-343.2666727657804,944.0940697142407,1287.3607424800211,5028.89951580698,5297.046840107661,0.18773373115663525,0.25599253642542513,-0.03145473008026585
7,demand_11,0.9,1592.8736411394996,2022.851774546136,429.9781334066365,4989.92485899817,5004.183902520532,0.40538722159280477,0.08616926017057569,0.36136256498307556
7,demand_11,0.99,1606.0902042657654,1606.0902042657654,-0.0,4399.522395965535,4068.1036846270567,0.3650601269216376,-0.0,0.39680448578438865
7,demand_12,0.0,384.98919327610156,1248.005386920356,863.0161936442544,5179.691802255158,5187.901467635773,0.24094201635259332,0.16661535600795985,0.10860736850810443
7,demand_12,0.1,134.47563567301677,1153.3971259327714,1018.9214902597546,5064.573946693578,5131.369439455269,0.22773823387172973,0.2011860229476875,0.06245041744435544
7,demand_12,0.2,1248.254993914932,1821.772986825156,573.5179929102242,5285.19966886969,5230.853534244208,0.34469331358577915,0.10851396897799295,0.27483379374218025
7,demand_12,0.3,-1160.3840531482915,586.9469363041289,1747.3309894524205,5164.557586221062,5143.371611822016,0.11364902540153524,0.3383312046155251,-0.1877331588967883
7,demand_12,0.4,-150.88277976629888,593.502056606616,744.3848363729148,5195.564583564959,5095.170106943769,0.1142324471307759,0.14327313699989694,-0.007645582636887889
7,demand_12,0.5,136.97292522091107,1190.0370965483032,1053.0641713273922,5063.750721046981,5031.448043678632,0.23501099522968838,0.2079612977294547,0.06412234003421512
7,demand_12,0.6,540.6107667518597,1059.9285381153727,519.317771363513,5117.007536517126,5269.592317063222,0.20713835782950782,0.10148856878897326,0.13178090565926176
7,demand_12,0.7,-951.1871435602739,769.2855663992323,1720.4727099595061,5272.016121924724,5078.445394261878,0.14591866728176453,0.32634056311106097,-0.14162607101677988
7,demand_12,0.8,-1359.7447001979997,494.01158544841223,1853.756285646412,5028.89951580698,5297.046840107661,0.0982345310133203,0.3686206653800961,-0.23235434800477497
7,demand_12,0.9,-637.3692100076312,1117.4779007551924,1754.8471107628236,4989.92485899817,5004.183902520532,0.22394683934770696,0.35167806336770074,-0.08012334074642934
7,demand_12,0.99,411.09825238862277,506.87851669007523,95.78026430145246,4399.522395965535,4068.1036846270567,0.1152121687469746,0.02177060500687193,0.10520166159691109
7,demand_13,0.0,-234.20210434963747,925.8058508523538,1160.0079552019913,5179.691802255158,5187.901467635773,0.17873763270032247,0.22395308437018235,-0.011756802076738992
7,demand_13,0.1,423.09821835339653,1165.7280058984347,742.6297875450382,5064.573946693578,5131.369439455269,0.2301729658147224,0.14663223310815043,0.11528635186085201
7,demand_13,0.2,793.7734336325962,1454.7426449694044,660.9692113368083,5285.19966886969,5230.853534244208,0.27524837964740895,0.12506040504580695,0.18412744871373687
7,demand_13,0.3,20.211301936607697,845.6214982733754,825.4101963367677,5164.557586221062,5143.371611822016,0.16373551541558506,0.15982205301359131,0.030937097548784084
7,demand_13,0.4,1162.1049823980366,1609.5340956727068,447.42911327467027,5195.564583564959,5095.170106943769,0.309790027587015,0.08611751544577372,0.2575001766453392
7,demand_13,0.5,735.5500981627208,1303.6609306923847,568.1108325296639,5063.750721046981,5031.448043678632,0.25744966577320766,0.11219170607438615,0.17662022364331217
7,demand_13,0.6,856.504745147944,1402.7878046135847,546.2830594656407,5117.007536517126,5269.592317063222,0.27414221976471576,0.10675830660149202,0.19976303158392705
7,demand_13,0.7,780.6304613566795,1517.8520866979354,737.221625341256,5272.016121924724,5078.445394261878,0.28790733024992976,0.1398367547237524,0.18429293592581056
7,demand_13,0.8,-71.49035455263879,1527.9268112798677,1599.4171658325065,5028.89951580698,5297.046840107661,0.3038292585638756,0.31804516292385104,0.03764764420122615
