configuration,day,r_id,mu,SOE_MWh,SOC
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,101,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,102,0.8,156.09093484421382,0.12086954843132537
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,103,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,104,0.8,2.313839439106725,0.0014471445613276157
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,105,0.8,1.159493894704366,0.0010076422131783836
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,106,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,107,0.8,2.448915353884086,0.0019328455831760744
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,108,0.8,438.0999999999992,0.5
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,109,0.8,483.6912439454972,0.344877892296254
base_ramp_storage_envelopes_up_0_8_dn_0_8,2,110,0.8,222.96117902893667,0.17674290846526852
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,101,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,102,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,103,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,104,0.8,276.6864046056497,0.17304797336021635
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,105,0.8,575.349999999999,0.5
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,106,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,107,0.8,318.7251697772882,0.25155893431514487
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,108,0.8,2.7143825147791336,0.0030979028929230008
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,109,0.8,46.9282410266735,0.033460421409392815
base_ramp_storage_envelopes_up_0_8_dn_0_8,3,110,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,101,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,102,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,103,0.8,0.026880520957650447,3.310816720981703e-5
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,104,0.8,2.181688840026682,0.0013644936143765599
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,105,0.8,448.51599613604117,0.3897766543287062
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,106,0.8,449.92357557155606,0.31977510701603135
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,107,0.8,288.4571019665637,0.22766937803201526
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,108,0.8,1.9007335643148073,0.002169291901751663
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,109,0.8,2.291825851795258,0.0016341004290875282
base_ramp_storage_envelopes_up_0_8_dn_0_8,4,110,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,101,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,102,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,103,0.8,404.2343662877975,0.4978868903655588
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,104,0.8,274.57762931601974,0.17172908206643292
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,105,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,106,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,107,0.8,479.83412400000066,0.3787167513812152
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,108,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,109,0.8,12.799005310361462,0.009125850488671275
base_ramp_storage_envelopes_up_0_8_dn_0_8,5,110,0.8,14.916587575165808,0.01182448479997289
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,101,0.8,156.3457305972082,0.17960451533280675
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,102,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,103,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,104,0.8,426.05517125551444,0.2664676785637095
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,105,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,106,0.8,77.12807854534267,0.05481739768681071
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,107,0.8,481.8360959999993,0.3802968397790061
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,108,0.8,98.74376838185944,0.11269546722421754
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,109,0.8,339.7125000000007,0.24221925133689845
base_ramp_storage_envelopes_up_0_8_dn_0_8,6,110,0.8,15.065463003987588,0.011942499408630663
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,101,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,102,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,103,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,104,0.8,644.5516872231678,0.40312195085569386
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,105,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,106,0.8,0.0,0.0
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,107,0.8,483.28784394576127,0.3814426550479558
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,108,0.8,236.12154319630656,0.26948361469562593
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,109,0.8,106.95316596230683,0.07625894186260757
base_ramp_storage_envelopes_up_0_8_dn_0_8,7,110,0.8,202.7032407279559,0.16068429704950965
base_ramp_storage_envelopes_up_1_dn_1,1,101,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,1,102,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,1,103,1.0,1.9439406605189746,0.002394310457592037
base_ramp_storage_envelopes_up_1_dn_1,1,104,1.0,36.97950767956983,0.02312809286357485
base_ramp_storage_envelopes_up_1_dn_1,1,105,1.0,243.85542511627352,0.21191920145674298
base_ramp_storage_envelopes_up_1_dn_1,1,106,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,1,107,1.0,123.292744854575,0.09731076941955419
base_ramp_storage_envelopes_up_1_dn_1,1,108,1.0,41.080841604290484,0.04688523351322811
base_ramp_storage_envelopes_up_1_dn_1,1,109,1.0,7.97697781718532,0.005687684718135701
base_ramp_storage_envelopes_up_1_dn_1,1,110,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,2,101,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,2,102,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,2,103,1.0,0.07065161912931557,8.702009992525628e-5
base_ramp_storage_envelopes_up_1_dn_1,2,104,1.0,82.22979345492831,0.051428978331933405
base_ramp_storage_envelopes_up_1_dn_1,2,105,1.0,55.705393600713485,0.048410005736259226
base_ramp_storage_envelopes_up_1_dn_1,2,106,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,2,107,1.0,192.31601407778578,0.1517884878277709
base_ramp_storage_envelopes_up_1_dn_1,2,108,1.0,19.522094881538678,0.022280409588608396
base_ramp_storage_envelopes_up_1_dn_1,2,109,1.0,16.319482577675775,0.011635994707790212
base_ramp_storage_envelopes_up_1_dn_1,2,110,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,3,101,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,3,102,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,3,103,1.0,0.42438280077203616,0.0005227032895332383
base_ramp_storage_envelopes_up_1_dn_1,3,104,1.0,212.50598698934454,0.1329076158542401
base_ramp_storage_envelopes_up_1_dn_1,3,105,1.0,96.0518597949239,0.08347254696699734
base_ramp_storage_envelopes_up_1_dn_1,3,106,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,3,107,1.0,200.4422339229646,0.15820223671899317
base_ramp_storage_envelopes_up_1_dn_1,3,108,1.0,55.58393108533503,0.06343749267899457
base_ramp_storage_envelopes_up_1_dn_1,3,109,1.0,38.73329099451555,0.027617319782185783
base_ramp_storage_envelopes_up_1_dn_1,3,110,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,4,101,1.0,4.938822096805565,0.005673546349001219
base_ramp_storage_envelopes_up_1_dn_1,4,102,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,4,103,1.0,2.4770490739075295,0.0030509287768290794
base_ramp_storage_envelopes_up_1_dn_1,4,104,1.0,160.19629782998345,0.10019156784663419
base_ramp_storage_envelopes_up_1_dn_1,4,105,1.0,87.2873904408009,0.07585590548431469
base_ramp_storage_envelopes_up_1_dn_1,4,106,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,4,107,1.0,131.4272226138742,0.10373103600147926
base_ramp_storage_envelopes_up_1_dn_1,4,108,1.0,33.94250593500351,0.03873830853116128
base_ramp_storage_envelopes_up_1_dn_1,4,109,1.0,25.108520352190098,0.01790268830815693
base_ramp_storage_envelopes_up_1_dn_1,4,110,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,5,101,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,5,102,1.0,14.34047617966187,0.011104596700992625
base_ramp_storage_envelopes_up_1_dn_1,5,103,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,5,104,1.0,100.3243843298028,0.06274587799724987
base_ramp_storage_envelopes_up_1_dn_1,5,105,1.0,22.83134590108562,0.01984126696887601
base_ramp_storage_envelopes_up_1_dn_1,5,106,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,5,107,1.0,70.04184619905757,0.05528164656594912
base_ramp_storage_envelopes_up_1_dn_1,5,108,1.0,11.536334713271309,0.013166325853996012
base_ramp_storage_envelopes_up_1_dn_1,5,109,1.0,18.186607732859713,0.012967278240898186
base_ramp_storage_envelopes_up_1_dn_1,5,110,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,6,101,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,6,102,1.0,313.6013949008493,0.2428383110584245
base_ramp_storage_envelopes_up_1_dn_1,6,103,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,6,104,1.0,20.86954950765746,0.013052441996158298
base_ramp_storage_envelopes_up_1_dn_1,6,105,1.0,107.58261557856343,0.09349319160386166
base_ramp_storage_envelopes_up_1_dn_1,6,106,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,6,107,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,6,108,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,6,109,1.0,140.2291163563774,0.09998510970151711
base_ramp_storage_envelopes_up_1_dn_1,6,110,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,7,101,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,7,102,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,7,103,1.0,154.39009232891476,0.19015900028194951
base_ramp_storage_envelopes_up_1_dn_1,7,104,1.0,58.67404648316232,0.03669650790115851
base_ramp_storage_envelopes_up_1_dn_1,7,105,1.0,283.6105528178672,0.24646784810799363
base_ramp_storage_envelopes_up_1_dn_1,7,106,1.0,0.0,0.0
base_ramp_storage_envelopes_up_1_dn_1,7,107,1.0,222.3436223046172,0.1754882575411343
base_ramp_storage_envelopes_up_1_dn_1,7,108,1.0,17.632447749807273,0.020123770543035005
base_ramp_storage_envelopes_up_1_dn_1,7,109,1.0,23.1947333662511,0.01653813430748741
base_ramp_storage_envelopes_up_1_dn_1,7,110,1.0,0.0,0.0
